depth,row,col,u,v,tx,ty,tz,reach_ok,in_ws_box,converged,err_m,joint_margin_rad,max_joint_rad,q0,q1,q2,q3,q4,q5,q6
0.1668,1172,0,290.8,129.0,0.1707,0.0083,0.1836,1,1,1,9e-05,0.4767,0.6523,0.652342,-0.19454,0.479206,-0.570538,0.063176,-0.597925,0.545319
0.408,1173,0,178.8,51.1,0.4119,0.136,0.2153,1,1,1,8e-05,1.2924,0.7164,-0.716363,0.295807,0.356531,0.267977,-0.122721,0.236346,0.005796
0.3939,1174,0,280.5,193.3,0.3979,0.0422,0.0736,1,1,1,0.0001,1.2139,0.2942,-0.238025,0.177437,0.294192,0.166663,-0.040838,0.115138,0.082145
0.3856,1175,0,555.0,125.2,0.3896,-0.2272,0.1478,1,1,1,9e-05,0.9351,0.1614,-0.09106,-0.077947,-0.161361,-0.112114,0.007331,-0.066858,-0.074715
0.2905,1176,0,191.1,105.5,0.2944,0.0846,0.1767,1,1,1,5e-05,0.8526,0.5157,0.001732,0.106364,0.515673,-0.194566,-0.025536,-0.157433,0.300745
0.3039,1177,0,225.7,247.6,0.3078,0.0768,0.0619,1,1,1,7e-05,1.019,0.4727,0.122012,0.143728,0.472741,-0.028242,-0.003132,-0.026513,0.262071
0.3042,1178,0,32.0,0.1,0.3081,0.1817,0.2405,1,1,1,6e-05,1.0726,0.6037,-0.464201,0.310949,0.60374,0.025393,-0.14429,0.07027,0.139953
0.2545,1179,0,262.3,214.6,0.2584,0.0354,0.1151,1,1,1,7e-05,0.749,0.4737,0.376239,0.012466,0.473744,-0.298242,0.039485,-0.251314,0.388922
0.4876,1180,0,557.3,220.2,0.4915,-0.3382,-0.0048,1,1,0,0.02267,0.693,1.4014,-0.92927,-0.425745,-0.520067,1.401433,0.028034,0.067542,-0.003068
0.2931,1181,0,96.3,85.9,0.2971,0.1458,0.189,1,1,1,3e-05,0.9814,0.6014,-0.199388,0.206947,0.601427,-0.065835,-0.082599,-0.036092,0.244416
0.5189,1182,0,391.2,63.9,0.5228,-0.0926,0.205,1,1,1,8e-05,1.2806,0.8892,-0.889227,-0.037027,-0.076601,0.450253,0.000442,0.333817,-0.054362
0.4483,1183,0,208.8,270.2,0.4523,0.152,-0.061,0,1,0,,,,,,,,,,
0.5291,1184,0,57.4,242.5,0.5331,0.4228,-0.0651,0,0,0,,,,,,,,,,
0.3745,1185,0,229.4,210.7,0.3785,0.0926,0.0623,1,1,1,7e-05,1.2766,0.3851,-0.2532,0.239021,0.385084,0.229358,-0.063387,0.149093,0.092158
0.3136,1186,0,20.0,11.2,0.3176,0.1992,0.2356,1,1,1,8e-05,1.1588,0.5984,-0.542521,0.362676,0.598367,0.111555,-0.16624,0.134496,0.097434
0.5478,1187,0,561.8,25.7,0.5517,-0.3231,0.2533,1,1,0,0.01188,0.6949,1.3995,-1.391935,-0.530218,-0.567617,1.399485,0.088998,0.070184,-0.008456
0.2638,1188,0,343.1,317.8,0.2678,-0.0169,0.0274,1,1,1,8e-05,0.8239,0.5063,0.506297,0.048503,0.353424,-0.223315,0.056124,-0.145066,0.289449
0.1439,1189,0,522.2,200.5,0.1479,-0.0465,0.1713,1,1,1,5e-05,0.3933,1.0344,1.034371,-0.261156,0.344547,-0.653931,0.078264,-0.777471,0.487021
0.2326,1190,0,128.7,349.3,0.2366,0.1217,0.0311,1,1,1,3e-05,1.0166,0.6232,0.289311,0.121243,0.623237,-0.030587,0.015303,-0.020873,0.380259
0.3997,1191,0,27.8,158.8,0.4036,0.306,0.1103,0,0,0,,,,,,,,,,
0.1636,1192,0,442.3,0.2,0.1676,-0.0296,0.2155,1,1,1,7e-05,0.4116,0.7479,0.703444,-0.202527,0.379249,-0.635642,0.038234,-0.74793,0.455441
0.4328,1193,0,3.8,75.2,0.4368,0.3351,0.1928,0,0,0,,,,,,,,,,
0.5075,1194,0,195.5,70.0,0.5115,0.1588,0.1976,1,1,0,0.0256,0.673,1.5253,-1.525279,0.289213,0.064694,1.421431,-0.125119,0.074038,-0.003691
0.5321,1195,0,341.4,229.6,0.536,-0.0341,-0.0435,0,1,0,,,,,,,,,,
0.4481,1196,0,152.1,21.2,0.4521,0.1762,0.2463,1,1,1,9e-05,1.23,1.2818,-1.281752,0.328785,0.262873,0.776516,-0.149412,0.384445,-0.025627
0.5353,1197,0,509.4,186.4,0.5392,-0.29,0.0289,1,1,0,0.03515,0.6939,1.4005,-1.038309,-0.355107,-0.5411,1.400526,0.011641,0.066898,-0.001499
0.3662,1198,0,231.2,257.5,0.3701,0.0932,0.0123,1,1,1,8e-05,1.3296,0.3785,-0.233379,0.258594,0.378499,0.330218,-0.06569,0.191757,0.071879
0.1236,1199,0,209.6,241.4,0.1276,0.0186,0.1724,1,1,1,6e-05,0.4395,0.782,0.782032,-0.312693,0.506143,-0.607666,0.108729,-0.651091,0.679743
0.4799,1200,0,318.0,249.6,0.4838,0.0029,-0.0481,1,1,0,0.02034,0.676,1.4184,-0.993411,0.138529,-0.018402,1.418416,-0.070094,0.069956,-0.003775
