depth,row,col,u,v,tx,ty,tz,reach_ok,in_ws_box,converged,err_m,joint_margin_rad,max_joint_rad,q0,q1,q2,q3,q4,q5,q6
0.25,7,7,480.0,270.0,0.2119,-0.0775,0.1076,1,1,1,6e-05,0.5113,0.8774,0.877352,-0.062263,0.309309,-0.535896,0.03742,-0.47082,0.298973
0.25,7,8,544.0,270.0,0.1982,-0.0973,0.1172,1,1,1,9e-05,0.4615,0.9831,0.983128,-0.072331,0.280741,-0.585713,0.01964,-0.544005,0.261496
0.25,7,9,608.0,270.0,0.1849,-0.1109,0.1266,1,1,1,5e-05,0.424,1.0793,1.079269,-0.082086,0.259643,-0.623183,0.003703,-0.616202,0.231923
0.25,8,0,32.0,306.0,0.1912,0.1229,0.1041,1,1,1,8e-05,0.8188,0.7048,0.337819,-0.000933,0.704841,-0.228443,0.034603,-0.182859,0.536836
0.25,8,1,96.0,306.0,0.206,0.1083,0.0913,1,1,1,8e-05,0.8265,0.6558,0.369298,0.007959,0.655762,-0.220705,0.044258,-0.172495,0.508694
0.25,8,2,160.0,306.0,0.221,0.0867,0.0783,1,1,1,8e-05,0.824,0.5948,0.411031,0.013447,0.59478,-0.223197,0.054951,-0.169655,0.476371
0.25,8,3,224.0,306.0,0.234,0.0568,0.0671,1,1,1,8e-05,0.8047,0.5241,0.466871,0.013251,0.524068,-0.242541,0.06483,-0.179399,0.439919
0.25,8,4,288.0,306.0,0.2418,0.0199,0.0605,1,1,1,8e-05,0.7635,0.5409,0.540897,0.006743,0.450134,-0.283722,0.070475,-0.206296,0.399052
0.25,8,5,352.0,306.0,0.2418,-0.0199,0.0605,1,1,1,9e-05,0.7018,0.6343,0.634304,-0.003811,0.382372,-0.345422,0.068075,-0.251897,0.353512
0.25,8,6,416.0,306.0,0.234,-0.0568,0.0671,1,1,1,3e-05,0.6286,0.7427,0.742747,-0.015259,0.328417,-0.418575,0.056219,-0.313617,0.30521
0.25,8,7,480.0,306.0,0.221,-0.0867,0.0783,1,1,1,5e-05,0.5567,0.8565,0.856546,-0.025788,0.290181,-0.490454,0.037337,-0.385405,0.258628
0.25,8,8,544.0,306.0,0.206,-0.1083,0.0913,1,1,1,7e-05,0.4951,0.9671,0.967058,-0.035741,0.264635,-0.552103,0.01605,-0.461514,0.218544
0.25,8,9,608.0,306.0,0.1912,-0.1229,0.1041,1,1,1,4e-05,0.4473,1.0687,1.068692,-0.04558,0.247284,-0.599932,-0.003741,-0.53766,0.187112
0.25,9,0,32.0,342.0,0.1955,0.1338,0.0798,1,1,1,9e-05,0.8873,0.7131,0.327351,0.036332,0.713143,-0.15985,0.027373,-0.120394,0.505827
0.25,9,1,96.0,342.0,0.211,0.118,0.0637,1,1,1,9e-05,0.9007,0.659,0.357232,0.04724,0.659038,-0.146478,0.037817,-0.105654,0.474333
0.25,9,2,160.0,342.0,0.2266,0.0944,0.0475,1,1,1,9e-05,0.9025,0.5919,0.396174,0.05331,0.591936,-0.144739,0.04989,-0.098847,0.439651
0.25,9,3,224.0,342.0,0.2399,0.0618,0.0336,1,1,1,9e-05,0.8847,0.5148,0.448316,0.051662,0.514756,-0.162517,0.061823,-0.105115,0.402649
0.25,9,4,288.0,342.0,0.2478,0.0216,0.0254,1,1,1,8e-05,0.8413,0.5188,0.518766,0.04202,0.43505,-0.2059,0.069977,-0.128926,0.363089
