depth,row,col,tx,ty,tz,state,final_ok
0.45,5,0,0.3529,0.2654,0.0869,outside workspace box,0
0.45,5,1,0.3808,0.2276,0.0753,outside workspace box,0
0.45,5,2,0.4085,0.1775,0.0639,model / self-contact,0
0.45,5,3,0.4319,0.1141,0.0542,model / self-contact,0
0.45,5,4,0.4456,0.0395,0.0485,hits pocket,0
0.45,5,5,0.4456,-0.0395,0.0485,hits pocket,0
0.45,5,6,0.4319,-0.1141,0.0542,reachable,1
0.45,5,7,0.4085,-0.1775,0.0639,reachable,1
0.45,5,8,0.3808,-0.2276,0.0753,reachable,1
0.45,5,9,0.3529,-0.2654,0.0869,reachable,1
0.45,6,0,0.3521,0.2757,0.05,outside workspace box,0
0.45,6,1,0.3809,0.2372,0.0341,outside workspace box,0
0.45,6,2,0.4096,0.1855,0.0183,model / self-contact,0
0.45,6,3,0.4338,0.1195,0.0049,model / self-contact,0
0.45,6,4,0.4481,0.0414,-0.0029,model / self-contact,0
0.45,6,5,0.4481,-0.0414,-0.0029,hits pocket,0
0.45,6,6,0.4338,-0.1195,0.0049,reachable,1
0.45,6,7,0.4096,-0.1855,0.0183,reachable,1
0.45,6,8,0.3809,-0.2372,0.0341,reachable,1
0.45,6,9,0.3521,-0.2757,0.05,reachable,1
0.45,7,0,0.3487,0.2842,0.0119,outside workspace box,0
0.45,7,1,0.3775,0.2448,-0.0083,outside workspace box,0
0.45,7,2,0.4062,0.1916,-0.0284,model / self-contact,0
0.45,7,3,0.4303,0.1235,-0.0453,model / self-contact,0
0.45,7,4,0.4445,0.0428,-0.0552,model / self-contact,0
0.45,7,5,0.4445,-0.0428,-0.0552,hits pocket,0
0.45,7,6,0.4303,-0.1235,-0.0453,model / self-contact,0
0.45,7,7,0.4062,-0.1916,-0.0284,reachable,1
0.45,7,8,0.3775,-0.2448,-0.0083,reachable,1
0.45,7,9,0.3487,-0.2842,0.0119,reachable,1
0.45,8,0,0.3427,0.2905,-0.0266,outside workspace box,0
0.45,8,1,0.3707,0.25,-0.0508,outside workspace box,0
0.45,8,2,0.3983,0.1956,-0.0746,IK fails,0
0.45,8,3,0.4215,0.1259,-0.0946,model / self-contact,0
0.45,8,4,0.4351,0.0436,-0.1063,model / self-contact,0
0.45,8,5,0.4351,-0.0436,-0.1063,model / self-contact,0
0.45,8,6,0.4215,-0.1259,-0.0946,model / self-contact,0
0.45,8,7,0.3983,-0.1956,-0.0746,model / self-contact,0
0.45,8,8,0.3707,-0.25,-0.0508,model / self-contact,0
0.45,8,9,0.3427,-0.2905,-0.0266,reachable,1
0.45,9,0,0.3341,0.2945,-0.0644,outside workspace box,0
0.45,9,1,0.3606,0.2529,-0.092,outside workspace box,0
0.45,9,2,0.3865,0.1973,-0.119,IK fails,0
0.45,9,3,0.408,0.1267,-0.1413,IK fails,0
0.45,9,4,0.4204,0.0438,-0.1543,hits pocket,0
0.45,9,5,0.4204,-0.0438,-0.1543,model / self-contact,0
0.45,9,6,0.408,-0.1267,-0.1413,model / self-contact,0
0.45,9,7,0.3865,-0.1973,-0.119,model / self-contact,0
0.45,9,8,0.3606,-0.2529,-0.092,model / self-contact,0
0.45,9,9,0.3341,-0.2945,-0.0644,model / self-contact,0
0.5,0,0,0.3709,0.2356,0.2386,outside workspace box,0
0.5,0,1,0.3915,0.1962,0.2413,model / self-contact,0
0.5,0,2,0.4104,0.1487,0.2439,model / self-contact,0
0.5,0,3,0.4253,0.0932,0.2458,model / self-contact,0
0.5,0,4,0.4336,0.0318,0.2469,hits pocket,0
0.5,0,5,0.4336,-0.0318,0.2469,hits pocket,0
0.5,0,6,0.4253,-0.0932,0.2458,reachable,1
0.5,0,7,0.4104,-0.1487,0.2439,reachable,1
0.5,0,8,0.3915,-0.1962,0.2413,reachable,1
0.5,0,9,0.3709,-0.2356,0.2386,reachable,1
0.5,1,0,0.378,0.2498,0.2115,outside workspace box,0
0.5,1,1,0.4013,0.2094,0.2124,outside workspace box,0
0.5,1,2,0.4231,0.1597,0.2132,model / self-contact,0
0.5,1,3,0.4406,0.1007,0.2139,model / self-contact,0
0.5,1,4,0.4505,0.0345,0.2142,hits pocket,0
0.5,1,5,0.4505,-0.0345,0.2142,hits pocket,0
0.5,1,6,0.4406,-0.1007,0.2139,reachable,1
0.5,1,7,0.4231,-0.1597,0.2132,reachable,1
0.5,1,8,0.4013,-0.2094,0.2124,reachable,1
0.5,1,9,0.378,-0.2498,0.2115,reachable,1
0.5,2,0,0.3841,0.264,0.181,outside workspace box,0
0.5,2,1,0.4101,0.2229,0.1793,outside workspace box,0
0.5,2,2,0.4349,0.1711,0.1778,model / self-contact,0
0.5,2,3,0.455,0.1085,0.1765,model / self-contact,0
0.5,2,4,0.4666,0.0373,0.1758,model / self-contact,0
0.5,2,5,0.4666,-0.0373,0.1758,hits pocket,0
0.5,2,6,0.455,-0.1085,0.1765,reachable,1
0.5,2,7,0.4349,-0.1711,0.1778,reachable,1
0.5,2,8,0.4101,-0.2229,0.1793,reachable,1
0.5,2,9,0.3841,-0.264,0.181,reachable,1
0.5,3,0,0.3887,0.2779,0.1472,outside workspace box,0
0.5,3,1,0.4171,0.2361,0.1423,outside workspace box,0
0.5,3,2,0.4447,0.1824,0.1376,model / self-contact,0
0.5,3,3,0.4676,0.1163,0.1337,model / self-contact,0
0.5,3,4,0.4808,0.0401,0.1314,model / self-contact,0
0.5,3,5,0.4808,-0.0401,0.1314,hits pocket,0
0.5,3,6,0.4676,-0.1163,0.1337,reachable,1
0.5,3,7,0.4447,-0.1824,0.1376,reachable,1
0.5,3,8,0.4171,-0.2361,0.1423,reachable,1
0.5,3,9,0.3887,-0.2779,0.1472,reachable,1
0.5,4,0,0.3913,0.2911,0.1103,outside workspace box,0
0.5,4,1,0.4218,0.2486,0.1015,outside workspace box,0
0.5,4,2,0.4517,0.1931,0.0929,model / self-contact,0
0.5,4,3,0.4768,0.1237,0.0857,model / self-contact,0
0.5,4,4,0.4915,0.0428,0.0815,model / self-contact,0
0.5,4,5,0.4915,-0.0428,0.0815,reachable,1
0.5,4,6,0.4768,-0.1237,0.0857,reachable,1
0.5,4,7,0.4517,-0.1931,0.0929,reachable,1
0.5,4,8,0.4218,-0.2486,0.1015,reachable,1
0.5,4,9,0.3913,-0.2911,0.1103,reachable,1
0.5,5,0,0.3914,0.3029,0.0709,outside workspace box,0
0.5,5,1,0.4233,0.2597,0.0577,outside workspace box,0
0.5,5,2,0.4549,0.2026,0.0446,outside workspace box,0
0.5,5,3,0.4816,0.1302,0.0336,model / self-contact,0
0.5,5,4,0.4972,0.0451,0.0271,model / self-contact,0
0.5,5,5,0.4972,-0.0451,0.0271,reachable,1
0.5,5,6,0.4816,-0.1302,0.0336,reachable,1
0.5,5,7,0.4549,-0.2026,0.0446,reachable,1
0.5,5,8,0.4233,-0.2597,0.0577,reachable,1
0.5,5,9,0.3914,-0.3029,0.0709,reachable,1
0.5,6,0,0.3888,0.3129,0.0297,outside workspace box,0
0.5,6,1,0.4213,0.269,0.0118,outside workspace box,0
0.5,6,2,0.4536,0.2103,-0.006,outside workspace box,0
0.5,6,3,0.4809,0.1354,-0.021,IK fails,0
0.5,6,4,0.4969,0.0469,-0.0298,model / self-contact,0
0.5,6,5,0.4969,-0.0469,-0.0298,model / self-contact,0
0.5,6,6,0.4809,-0.1354,-0.021,reachable,1
0.5,6,7,0.4536,-0.2103,-0.006,reachable,1
0.5,6,8,0.4213,-0.269,0.0118,reachable,1
0.5,6,9,0.3888,-0.3129,0.0297,reachable,1
0.5,7,0,0.3833,0.3208,-0.0124,outside workspace box,0
0.5,7,1,0.4155,0.276,-0.0349,outside workspace box,0
0.5,7,2,0.4474,0.2159,-0.0572,outside workspace box,0
0.5,7,3,0.4742,0.139,-0.076,IK fails,0
0.5,7,4,0.49,0.0482,-0.0871,IK fails,0
0.5,7,5,0.49,-0.0482,-0.0871,model / self-contact,0
0.5,7,6,0.4742,-0.139,-0.076,model / self-contact,0
0.5,7,7,0.4474,-0.2159,-0.0572,model / self-contact,0
0.5,7,8,0.4155,-0.276,-0.0349,reachable,1
0.5,7,9,0.3833,-0.3208,-0.0124,reachable,1
0.5,8,0,0.375,0.3262,-0.0545,outside workspace box,0
0.5,8,1,0.406,0.2804,-0.0812,outside workspace box,0
0.5,8,2,0.4364,0.219,-0.1075,outside workspace box,0
0.5,8,3,0.462,0.1408,-0.1295,IK fails,0
0.5,8,4,0.4768,0.0488,-0.1423,IK fails,0
0.5,8,5,0.4768,-0.0488,-0.1423,IK fails,0
0.5,8,6,0.462,-0.1408,-0.1295,model / self-contact,0
0.5,8,7,0.4364,-0.219,-0.1075,model / self-contact,0
0.5,8,8,0.406,-0.2804,-0.0812,model / self-contact,0
0.5,8,9,0.375,-0.3262,-0.0545,model / self-contact,0
0.5,9,0,0.364,0.3292,-0.0956,outside workspace box,0
0.5,9,1,0.3931,0.2822,-0.1258,outside workspace box,0
0.5,9,2,0.4214,0.2198,-0.1553,outside workspace box,0
0.5,9,3,0.4448,0.1409,-0.1796,IK fails,0
0.5,9,4,0.4584,0.0487,-0.1937,IK fails,0
0.5,9,5,0.4584,-0.0487,-0.1937,IK fails,0
0.5,9,6,0.4448,-0.1409,-0.1796,IK fails,0
0.5,9,7,0.4214,-0.2198,-0.1553,model / self-contact,0
0.5,9,8,0.3931,-0.2822,-0.1258,model / self-contact,0
0.5,9,9,0.364,-0.3292,-0.0956,model / self-contact,0
0.55,0,0,0.4127,0.2695,0.2442,outside workspace box,0
0.55,0,1,0.4368,0.2248,0.2474,outside workspace box,0
0.55,0,2,0.4591,0.1706,0.2503,model / self-contact,0
0.55,0,3,0.4767,0.1071,0.2526,model / self-contact,0
0.55,0,4,0.4865,0.0366,0.254,model / self-contact,0
0.55,0,5,0.4865,-0.0366,0.254,reachable,1
0.55,0,6,0.4767,-0.1071,0.2526,reachable,1
0.55,0,7,0.4591,-0.1706,0.2503,reachable,1
0.55,0,8,0.4368,-0.2248,0.2474,reachable,1
0.55,0,9,0.4127,-0.2695,0.2442,reachable,1
0.55,1,0,0.4196,0.2846,0.2131,outside workspace box,0
0.55,1,1,0.4467,0.239,0.2141,outside workspace box,0
0.55,1,2,0.4721,0.1826,0.2151,model / self-contact,0
0.55,1,3,0.4926,0.1152,0.2159,model / self-contact,0
0.55,1,4,0.5041,0.0395,0.2163,model / self-contact,0
0.55,1,5,0.5041,-0.0395,0.2163,reachable,1
0.55,1,6,0.4926,-0.1152,0.2159,reachable,1
0.55,1,7,0.4721,-0.1826,0.2151,reachable,1
0.55,1,8,0.4467,-0.239,0.2141,reachable,1
0.55,1,9,0.4196,-0.2846,0.2131,reachable,1
0.55,2,0,0.4253,0.2997,0.1784,outside workspace box,0
0.55,2,1,0.4552,0.2533,0.1765,outside workspace box,0
0.55,2,2,0.4838,0.1947,0.1747,model / self-contact,0
0.55,2,3,0.5072,0.1236,0.1733,model / self-contact,0
0.55,2,4,0.5205,0.0425,0.1724,model / self-contact,0
0.55,2,5,0.5205,-0.0425,0.1724,reachable,1
0.55,2,6,0.5072,-0.1236,0.1733,reachable,1
0.55,2,7,0.4838,-0.1947,0.1747,reachable,1
0.55,2,8,0.4552,-0.2533,0.1765,reachable,1
0.55,2,9,0.4253,-0.2997,0.1784,reachable,1
0.55,3,0,0.429,0.3143,0.1403,outside workspace box,0
0.55,3,1,0.4615,0.2672,0.1347,outside workspace box,0
0.55,3,2,0.493,0.2066,0.1293,outside workspace box,0
0.55,3,3,0.5192,0.1318,0.1248,model / self-contact,0
0.55,3,4,0.5343,0.0454,0.1222,model / self-contact,0
0.55,3,5,0.5343,-0.0454,0.1222,reachable,1
0.55,3,6,0.5192,-0.1318,0.1248,reachable,1
0.55,3,7,0.493,-0.2066,0.1293,reachable,1
0.55,3,8,0.4615,-0.2672,0.1347,reachable,1
0.55,3,9,0.429,-0.3143,0.1403,reachable,1
0.55,4,0,0.4305,0.3277,0.099,outside workspace box,0
0.55,4,1,0.4649,0.28,0.0891,outside workspace box,0
0.55,4,2,0.4989,0.2176,0.0793,outside workspace box,0
0.55,4,3,0.5273,0.1394,0.0712,IK fails,0
0.55,4,4,0.5438,0.0482,0.0664,model / self-contact,0
0.55,4,5,0.5438,-0.0482,0.0664,model / self-contact,0
0.55,4,6,0.5273,-0.1394,0.0712,reachable,1
0.55,4,7,0.4989,-0.2176,0.0793,reachable,1
0.55,4,8,0.4649,-0.28,0.0891,reachable,1
0.55,4,9,0.4305,-0.3277,0.099,reachable,1
0.55,5,0,0.4291,0.3396,0.0553,outside workspace box,0
0.55,5,1,0.4649,0.2912,0.0405,outside workspace box,0
0.55,5,2,0.5003,0.2271,0.0258,outside workspace box,0
0.55,5,3,0.5301,0.1459,0.0135,IK fails,0
0.55,5,4,0.5476,0.0505,0.0062,IK fails,0
0.55,5,5,0.5476,-0.0505,0.0062,model / self-contact,0
0.55,5,6,0.5301,-0.1459,0.0135,model / self-contact,0
0.55,5,7,0.5003,-0.2271,0.0258,reachable,1
0.55,5,8,0.4649,-0.2912,0.0405,reachable,1
0.55,5,9,0.4291,-0.3396,0.0553,reachable,1
0.55,6,0,0.4247,0.3493,0.01,outside workspace box,0
0.55,6,1,0.4608,0.3001,-0.0099,outside workspace box,0
0.55,6,2,0.4966,0.2345,-0.0297,outside workspace box,0
0.55,6,3,0.5268,0.1509,-0.0464,IK fails,0
0.55,6,4,0.5446,0.0523,-0.0562,IK fails,0
0.55,6,5,0.5446,-0.0523,-0.0562,IK fails,0
0.55,6,6,0.5268,-0.1509,-0.0464,model / self-contact,0
0.55,6,7,0.4966,-0.2345,-0.0297,model / self-contact,0
0.55,6,8,0.4608,-0.3001,-0.0099,reachable,1
0.55,6,9,0.4247,-0.3493,0.01,reachable,1
0.55,7,0,0.4172,0.3566,-0.0361,outside workspace box,0
0.55,7,1,0.4526,0.3065,-0.0609,outside workspace box,0
0.55,7,2,0.4877,0.2395,-0.0854,outside workspace box,0
0.55,7,3,0.5172,0.1541,-0.1061,IK fails,0
0.55,7,4,0.5345,0.0534,-0.1182,IK fails,0
0.55,7,5,0.5345,-0.0534,-0.1182,IK fails,0
0.55,7,6,0.5172,-0.1541,-0.1061,IK fails,0
0.55,7,7,0.4877,-0.2395,-0.0854,model / self-contact,0
0.55,7,8,0.4526,-0.3065,-0.0609,model / self-contact,0
0.55,7,9,0.4172,-0.3566,-0.0361,reachable,1
0.55,8,0,0.4066,0.3612,-0.0817,outside workspace box,0
0.55,8,1,0.4405,0.3101,-0.111,outside workspace box,0
0.55,8,2,0.4738,0.2419,-0.1397,outside workspace box,0
0.55,8,3,0.5016,0.1554,-0.1637,IK fails,0
0.55,8,4,0.5177,0.0538,-0.1776,IK fails,0
0.55,8,5,0.5177,-0.0538,-0.1776,IK fails,0
0.55,8,6,0.5016,-0.1554,-0.1637,IK fails,0
0.55,8,7,0.4738,-0.2419,-0.1397,IK fails,0
0.55,8,8,0.4405,-0.3101,-0.111,model / self-contact,0
0.55,8,9,0.4066,-0.3612,-0.0817,model / self-contact,0
0.55,9,0,0.3934,0.3631,-0.1261,outside workspace box,0
0.55,9,1,0.4249,0.3109,-0.159,outside workspace box,0
0.55,9,2,0.4556,0.2418,-0.1909,outside workspace box,0
0.55,9,3,0.481,0.1549,-0.2172,IK fails,0
0.55,9,4,0.4956,0.0535,-0.2325,IK fails,0
0.55,9,5,0.4956,-0.0535,-0.2325,IK fails,0
0.55,9,6,0.481,-0.1549,-0.2172,IK fails,0
0.55,9,7,0.4556,-0.2418,-0.1909,IK fails,0
0.55,9,8,0.4249,-0.3109,-0.159,IK fails,0
0.55,9,9,0.3934,-0.3631,-0.1261,model / self-contact,0
0.6,0,0,0.4539,0.3028,0.2496,outside workspace box,0
0.6,0,1,0.4815,0.253,0.2533,outside workspace box,0
0.6,0,2,0.5071,0.1922,0.2567,IK fails,0
0.6,0,3,0.5274,0.1208,0.2594,IK fails,0
0.6,0,4,0.5387,0.0413,0.2609,model / self-contact,0
0.6,0,5,0.5387,-0.0413,0.2609,reachable,1
0.6,0,6,0.5274,-0.1208,0.2594,reachable,1
0.6,0,7,0.5071,-0.1922,0.2567,reachable,1
0.6,0,8,0.4815,-0.253,0.2533,reachable,1
0.6,0,9,0.4539,-0.3028,0.2496,reachable,1
0.6,1,0,0.4606,0.319,0.2146,outside workspace box,0
0.6,1,1,0.4914,0.2682,0.2158,outside workspace box,0
0.6,1,2,0.5205,0.2051,0.2169,outside workspace box,0
0.6,1,3,0.5438,0.1296,0.2178,model / self-contact,0
0.6,1,4,0.5571,0.0444,0.2183,model / self-contact,0
0.6,1,5,0.5571,-0.0444,0.2183,reachable,1
0.6,1,6,0.5438,-0.1296,0.2178,reachable,1
0.6,1,7,0.5205,-0.2051,0.2169,reachable,1
0.6,1,8,0.4914,-0.2682,0.2158,reachable,1
0.6,1,9,0.4606,-0.319,0.2146,reachable,1
0.6,2,0,0.4658,0.3349,0.1759,outside workspace box,0
0.6,2,1,0.4996,0.2833,0.1737,outside workspace box,0
0.6,2,2,0.532,0.218,0.1717,outside workspace box,0
0.6,2,3,0.5585,0.1385,0.1701,IK fails,0
0.6,2,4,0.5737,0.0476,0.1691,model / self-contact,0
0.6,2,5,0.5737,-0.0476,0.1691,model / self-contact,0
0.6,2,6,0.5585,-0.1385,0.1701,reachable,1
0.6,2,7,0.532,-0.218,0.1717,reachable,1
0.6,2,8,0.4996,-0.2833,0.1737,reachable,1
0.6,2,9,0.4658,-0.3349,0.1759,reachable,1
0.6,3,0,0.4687,0.35,0.1335,outside workspace box,0
0.6,3,1,0.5051,0.2977,0.1272,outside workspace box,0
0.6,3,2,0.5406,0.2304,0.1212,outside workspace box,0
0.6,3,3,0.57,0.1471,0.1161,IK fails,0
0.6,3,4,0.587,0.0507,0.1132,IK fails,0
0.6,3,5,0.587,-0.0507,0.1132,model / self-contact,0
0.6,3,6,0.57,-0.1471,0.1161,model / self-contact,0
0.6,3,7,0.5406,-0.2304,0.1212,reachable,1
0.6,3,8,0.5051,-0.2977,0.1272,reachable,1
0.6,3,9,0.4687,-0.35,0.1335,reachable,1
0.6,4,0,0.469,0.3638,0.0879,outside workspace box,0
0.6,4,1,0.5074,0.3109,0.0769,outside workspace box,0
0.6,4,2,0.5452,0.2417,0.066,outside workspace box,0
0.6,4,3,0.5769,0.1549,0.0569,IK fails,0
0.6,4,4,0.5954,0.0535,0.0515,IK fails,0
0.6,4,5,0.5954,-0.0535,0.0515,IK fails,0
0.6,4,6,0.5769,-0.1549,0.0569,model / self-contact,0
0.6,4,7,0.5452,-0.2417,0.066,model / self-contact,0
0.6,4,8,0.5074,-0.3109,0.0769,reachable,1
0.6,4,9,0.469,-0.3638,0.0879,reachable,1
0.6,5,0,0.4662,0.3756,0.04,outside workspace box,0
0.6,5,1,0.5057,0.3221,0.0236,outside workspace box,0
0.6,5,2,0.5448,0.2512,0.0074,outside workspace box,0
0.6,5,3,0.5778,0.1614,-0.0063,IK fails,0
0.6,5,4,0.5972,0.0559,-0.0143,IK fails,0
0.6,5,5,0.5972,-0.0559,-0.0143,IK fails,0
0.6,5,6,0.5778,-0.1614,-0.0063,IK fails,0
0.6,5,7,0.5448,-0.2512,0.0074,model / self-contact,0
0.6,5,8,0.5057,-0.3221,0.0236,model / self-contact,0
0.6,5,9,0.4662,-0.3756,0.04,reachable,1
0.6,6,0,0.46,0.3851,-0.0095,outside workspace box,0
0.6,6,1,0.4996,0.3307,-0.0313,outside workspace box,0
0.6,6,2,0.5389,0.2584,-0.053,outside workspace box,0
0.6,6,3,0.5721,0.1662,-0.0713,IK fails,0
0.6,6,4,0.5916,0.0576,-0.082,IK fails,0
0.6,6,5,0.5916,-0.0576,-0.082,IK fails,0
0.6,6,6,0.5721,-0.1662,-0.0713,IK fails,0
0.6,6,7,0.5389,-0.2584,-0.053,IK fails,0
0.6,6,8,0.4996,-0.3307,-0.0313,model / self-contact,0
0.6,6,9,0.46,-0.3851,-0.0095,model / self-contact,0
0.6,7,0,0.4505,0.3918,-0.0594,outside workspace box,0
0.6,7,1,0.4891,0.3366,-0.0865,outside workspace box,0
0.6,7,2,0.5273,0.2629,-0.1132,outside workspace box,0
0.6,7,3,0.5595,0.169,-0.1357,IK fails,0
0.6,7,4,0.5783,0.0586,-0.1489,IK fails,0
0.6,7,5,0.5783,-0.0586,-0.1489,IK fails,0
0.6,7,6,0.5595,-0.169,-0.1357,IK fails,0
0.6,7,7,0.5273,-0.2629,-0.1132,IK fails,0
0.6,7,8,0.4891,-0.3366,-0.0865,IK fails,0
0.6,7,9,0.4505,-0.3918,-0.0594,model / self-contact,0
0.6,8,0,0.4378,0.3957,-0.1086,outside workspace box,0
0.6,8,1,0.4745,0.3393,-0.1403,outside workspace box,0
0.6,8,2,0.5105,0.2645,-0.1714,outside workspace box,0
0.6,8,3,0.5406,0.1698,-0.1973,IK fails,0
0.6,8,4,0.5581,0.0587,-0.2124,IK fails,0
0.6,8,5,0.5581,-0.0587,-0.2124,IK fails,0
0.6,8,6,0.5406,-0.1698,-0.1973,IK fails,0
0.6,8,7,0.5105,-0.2645,-0.1714,IK fails,0
0.6,8,8,0.4745,-0.3393,-0.1403,IK fails,0
0.6,8,9,0.4378,-0.3957,-0.1086,IK fails,0
0.6,9,0,0.4223,0.3966,-0.1562,outside workspace box,0
0.6,9,1,0.4563,0.3392,-0.1916,outside workspace box,0
0.6,9,2,0.4894,0.2636,-0.226,outside workspace box,0
0.6,9,3,0.5166,0.1687,-0.2543,IK fails,0
0.6,9,4,0.5323,0.0582,-0.2707,IK fails,0
0.6,9,5,0.5323,-0.0582,-0.2707,IK fails,0
0.6,9,6,0.5166,-0.1687,-0.2543,IK fails,0
0.6,9,7,0.4894,-0.2636,-0.226,IK fails,0
0.6,9,8,0.4563,-0.3392,-0.1916,IK fails,0
0.6,9,9,0.4223,-0.3966,-0.1562,IK fails,0
0.65,0,0,0.4946,0.3359,0.255,outside workspace box,0
0.65,0,1,0.5258,0.2809,0.2592,outside workspace box,0
0.65,0,2,0.5547,0.2136,0.263,outside workspace box,0
0.65,0,3,0.5776,0.1344,0.2661,IK fails,0
0.65,0,4,0.5905,0.0459,0.2678,IK fails,0
0.65,0,5,0.5905,-0.0459,0.2678,model / self-contact,0
0.65,0,6,0.5776,-0.1344,0.2661,model / self-contact,0
0.65,0,7,0.5547,-0.2136,0.263,reachable,1
0.65,0,8,0.5258,-0.2809,0.2592,reachable,1
0.65,0,9,0.4946,-0.3359,0.255,reachable,1
0.65,1,0,0.5012,0.353,0.2162,outside workspace box,0
0.65,1,1,0.5357,0.297,0.2175,outside workspace box,0
0.65,1,2,0.5683,0.2273,0.2188,outside workspace box,0
0.65,1,3,0.5946,0.1437,0.2198,IK fails,0
0.65,1,4,0.6095,0.0493,0.2204,IK fails,0
0.65,1,5,0.6095,-0.0493,0.2204,model / self-contact,0
0.65,1,6,0.5946,-0.1437,0.2198,model / self-contact,0
0.65,1,7,0.5683,-0.2273,0.2188,model / self-contact,0
0.65,1,8,0.5357,-0.297,0.2175,reachable,1
0.65,1,9,0.5012,-0.353,0.2162,reachable,1
0.65,2,0,0.5058,0.3696,0.1734,outside workspace box,0
0.65,2,1,0.5435,0.3129,0.171,outside workspace box,0
0.65,2,2,0.5796,0.241,0.1687,outside workspace box,0
0.65,2,3,0.6093,0.1531,0.1669,IK fails,0
0.65,2,4,0.6263,0.0527,0.1658,IK fails,0
0.65,2,5,0.6263,-0.0527,0.1658,IK fails,0
0.65,2,6,0.6093,-0.1531,0.1669,model / self-contact,0
0.65,2,7,0.5796,-0.241,0.1687,model / self-contact,0
0.65,2,8,0.5435,-0.3129,0.171,model / self-contact,0
0.65,2,9,0.5058,-0.3696,0.1734,reachable,1
0.65,3,0,0.5079,0.3853,0.1268,outside workspace box,0
0.65,3,1,0.5483,0.3279,0.1199,outside workspace box,0
0.65,3,2,0.5876,0.2539,0.1131,outside workspace box,0
0.65,3,3,0.6202,0.1621,0.1075,IK fails,0
0.65,3,4,0.6391,0.0559,0.1043,IK fails,0
0.65,3,5,0.6391,-0.0559,0.1043,IK fails,0
0.65,3,6,0.6202,-0.1621,0.1075,IK fails,0
0.65,3,7,0.5876,-0.2539,0.1131,model / self-contact,0
0.65,3,8,0.5483,-0.3279,0.1199,model / self-contact,0
0.65,3,9,0.5079,-0.3853,0.1268,model / self-contact,0
0.65,4,0,0.507,0.3993,0.077,outside workspace box,0
0.65,4,1,0.5493,0.3414,0.0648,outside workspace box,0
0.65,4,2,0.591,0.2655,0.0528,outside workspace box,0
0.65,4,3,0.6259,0.1702,0.0427,IK fails,0
0.65,4,4,0.6463,0.0588,0.0369,IK fails,0
0.65,4,5,0.6463,-0.0588,0.0369,IK fails,0
0.65,4,6,0.6259,-0.1702,0.0427,IK fails,0
0.65,4,7,0.591,-0.2655,0.0528,IK fails,0
0.65,4,8,0.5493,-0.3414,0.0648,model / self-contact,0
0.65,4,9,0.507,-0.3993,0.077,model / self-contact,0
0.65,5,0,0.5028,0.4112,0.0248,outside workspace box,0
0.65,5,1,0.546,0.3526,0.0069,outside workspace box,0
0.65,5,2,0.5889,0.275,-0.0109,outside workspace box,0
0.65,5,3,0.625,0.1767,-0.0258,IK fails,0
0.65,5,4,0.6462,0.0612,-0.0346,IK fails,0
0.65,5,5,0.6462,-0.0612,-0.0346,IK fails,0
0.65,5,6,0.625,-0.1767,-0.0258,IK fails,0
0.65,5,7,0.5889,-0.275,-0.0109,IK fails,0
0.65,5,8,0.546,-0.3526,0.0069,IK fails,0
0.65,5,9,0.5028,-0.4112,0.0248,model / self-contact,0
0.65,6,0,0.4949,0.4204,-0.0287,outside workspace box,0
0.65,6,1,0.538,0.361,-0.0525,outside workspace box,0
0.65,6,2,0.5807,0.2819,-0.0761,outside workspace box,0
0.65,6,3,0.6168,0.1813,-0.0959,IK fails,0
0.65,6,4,0.6379,0.0628,-0.1076,IK fails,0
0.65,6,5,0.6379,-0.0628,-0.1076,IK fails,0
0.65,6,6,0.6168,-0.1813,-0.0959,IK fails,0
0.65,6,7,0.5807,-0.2819,-0.0761,IK fails,0
0.65,6,8,0.538,-0.361,-0.0525,IK fails,0
0.65,6,9,0.4949,-0.4204,-0.0287,IK fails,0
0.65,7,0,0.4834,0.4267,-0.0824,outside workspace box,0
0.65,7,1,0.5252,0.3663,-0.1117,outside workspace box,0
0.65,7,2,0.5666,0.2859,-0.1407,outside workspace box,0
0.65,7,3,0.6013,0.1838,-0.165,IK fails,0
0.65,7,4,0.6216,0.0636,-0.1792,IK fails,0
0.65,7,5,0.6216,-0.0636,-0.1792,IK fails,0
0.65,7,6,0.6013,-0.1838,-0.165,IK fails,0
0.65,7,7,0.5666,-0.2859,-0.1407,IK fails,0
0.65,7,8,0.5252,-0.3663,-0.1117,IK fails,0
0.65,7,9,0.4834,-0.4267,-0.0824,IK fails,0
0.65,8,0,0.4686,0.4297,-0.1352,outside workspace box,0
0.65,8,1,0.5081,0.3683,-0.1693,outside workspace box,0
0.65,8,2,0.5469,0.2869,-0.2028,outside workspace box,0
0.65,8,3,0.5792,0.184,-0.2306,IK fails,0
0.65,8,4,0.5979,0.0636,-0.2468,IK fails,0
0.65,8,5,0.5979,-0.0636,-0.2468,IK fails,0
0.65,8,6,0.5792,-0.184,-0.2306,IK fails,0
0.65,8,7,0.5469,-0.2869,-0.2028,IK fails,0
0.65,8,8,0.5081,-0.3683,-0.1693,IK fails,0
0.65,8,9,0.4686,-0.4297,-0.1352,IK fails,0
0.65,9,0,0.4508,0.4298,-0.1859,outside workspace box,0
0.65,9,1,0.4874,0.3672,-0.2239,outside workspace box,0
0.65,9,2,0.5227,0.285,-0.2607,outside workspace box,0
0.65,9,3,0.5519,0.1823,-0.291,IK fails,0
