depth,row,col,u,v,tx,ty,tz,reach_ok,in_ws_box,converged,err_m,joint_margin_rad,max_joint_rad,q0,q1,q2,q3,q4,q5,q6
0.1322,366,0,598.7,73.8,0.1362,-0.0464,0.1991,1,1,1,8e-05,0.3794,0.988,0.987974,-0.296105,0.323131,-0.667822,0.073971,-0.894632,0.492639
0.2759,367,0,262.7,187.0,0.2799,0.0382,0.1251,1,1,1,6e-05,0.7889,0.4565,0.267715,0.04358,0.456535,-0.258267,0.022025,-0.218346,0.342253
0.5257,368,0,309.7,242.9,0.5296,0.0164,-0.0639,0,1,0,,,,,,,,,,
0.4215,369,0,33.0,137.4,0.4255,0.3137,0.1284,0,0,0,,,,,,,,,,
0.4345,370,0,13.4,341.7,0.4385,0.4421,-0.1725,0,0,0,,,,,,,,,,
0.1384,371,0,310.4,161.4,0.1423,0.0019,0.1822,1,1,1,7e-05,0.4284,0.7884,0.788414,-0.280255,0.461341,-0.618814,0.089526,-0.687899,0.607326
0.6044,372,0,42.4,245.1,0.6084,0.5229,-0.1149,0,0,0,,,,,,,,,,
0.4138,373,0,328.1,206.4,0.4178,-0.0093,0.0496,1,1,1,7e-05,1.2607,0.2589,-0.258853,0.128746,0.190879,0.213452,-0.028467,0.140324,0.043557
0.6436,374,0,560.7,323.2,0.6475,-0.5362,-0.3368,0,1,0,,,,,,,,,,
0.6462,375,0,213.5,168.7,0.6501,0.1985,0.0228,0,0,0,,,,,,,,,,
0.5957,376,0,448.2,20.7,0.5997,-0.1879,0.2654,1,1,0,0.0306,0.6921,1.4834,-1.483407,-0.3033,-0.493186,1.402291,0.028969,0.071455,-0.005858
0.2586,377,0,394.7,69.7,0.2626,-0.0403,0.1991,1,1,1,9e-05,0.5826,0.4646,0.36028,-0.022889,0.321498,-0.464615,0.005594,-0.445405,0.273606
0.2964,378,0,369.7,235.0,0.3004,-0.0386,0.0776,1,1,1,6e-05,0.7948,0.3738,0.373822,0.045827,0.297214,-0.252417,0.027903,-0.196653,0.227958
0.6349,379,0,476.4,191.8,0.6388,-0.2931,-0.0191,0,1,0,,,,,,,,,,
0.1119,380,0,546.2,54.0,0.1158,-0.0236,0.2014,1,1,1,0.0001,0.3765,0.937,0.937047,-0.372929,0.362947,-0.670687,0.105258,-0.905599,0.605326
0.6357,381,0,546.3,218.8,0.6397,-0.4378,-0.0754,0,1,0,,,,,,,,,,
0.4363,382,0,491.9,30.1,0.4403,-0.1762,0.2367,1,1,1,6e-05,1.0188,0.4537,-0.453688,-0.070344,-0.138526,-0.028361,0.025669,0.04807,-0.055832
0.6163,383,0,360.7,266.2,0.6203,-0.0803,-0.1696,0,1,0,,,,,,,,,,
0.5009,384,0,151.4,173.7,0.5049,0.2356,0.0606,0,0,0,,,,,,,,,,
0.1328,385,0,129.5,33.1,0.1368,0.0309,0.2053,1,1,1,4e-05,0.4482,0.6529,0.570545,-0.254855,0.545583,-0.599034,0.063134,-0.652915,0.637868
0.1702,386,0,596.3,284.2,0.1742,-0.0973,0.1282,1,1,1,6e-05,0.4108,1.1269,1.12689,-0.118472,0.283393,-0.636352,0.023747,-0.641359,0.290403
0.2431,387,0,10.2,229.6,0.2471,0.1813,0.1108,1,1,1,8e-05,1.0565,0.7351,-0.011991,0.209848,0.735149,0.009307,-0.076155,-0.002081,0.322668
0.3333,388,0,145.9,71.8,0.3373,0.1326,0.1972,1,1,1,7e-05,1.0463,0.5119,-0.32108,0.234772,0.511881,-0.000948,-0.088991,0.028241,0.163691
0.3895,389,0,219.0,338.5,0.3935,0.1268,-0.1205,1,1,0,0.04082,0.6717,1.4227,-0.82691,0.389643,0.092492,1.422726,-0.122717,0.064739,-0.006812
0.5901,390,0,576.1,332.9,0.594,-0.5233,-0.3109,0,1,0,,,,,,,,,,
0.3706,391,0,318.9,210.0,0.3745,0.0011,0.0649,1,1,1,4e-05,1.0789,0.2683,-0.041372,0.124205,0.268306,0.031666,-0.010877,0.020156,0.122674
0.1407,392,0,13.0,340.7,0.1446,0.0797,0.1332,1,1,1,4e-05,0.6175,0.6806,0.557743,-0.175309,0.662366,-0.429729,0.091487,-0.373991,0.680585
0.5218,393,0,354.2,245.8,0.5257,-0.0544,-0.0668,0,1,0,,,,,,,,,,
0.5463,394,0,347.0,230.1,0.5502,-0.0445,-0.052,0,1,0,,,,,,,,,,
0.5624,395,0,411.9,240.1,0.5664,-0.1583,-0.0799,0,1,0,,,,,,,,,,
0.5697,396,0,96.9,10.3,0.5737,0.3076,0.2751,0,0,0,,,,,,,,,,
