idx,depth,u,v,tx,ty,tz,state,final_ok
1339,0.4351,30.8,34.7,0.4391,0.2967,0.2322,outside workspace box,0
1340,0.2364,35.1,140.6,0.2403,0.145,0.1651,hits pocket,0
1341,0.5462,6.3,26.8,0.5502,0.4183,0.2519,outside workspace box,0
1342,0.4796,472.0,96.2,0.4836,-0.186,0.1674,reachable,1
1343,0.1234,89.4,262.5,0.1274,0.0398,0.1683,hits pocket,0
1344,0.6142,379.4,359.2,0.6181,-0.1316,-0.409,outside workspace box,0
1345,0.3357,51.8,213.9,0.3396,0.2394,0.0771,outside workspace box,0
1346,0.3534,32.9,253.6,0.3574,0.2867,0.025,outside workspace box,0
1347,0.1659,400.9,48.9,0.1698,-0.021,0.2047,model / self-contact,0
1348,0.2636,456.5,333.5,0.2676,-0.1018,0.013,reachable,1
1349,0.1628,629.7,78.9,0.1668,-0.0801,0.1973,model / self-contact,0
1350,0.6226,466.2,92.7,0.6265,-0.2415,0.1616,IK fails,0
1351,0.5314,30.2,204.5,0.5354,0.449,0.0004,outside workspace box,0
1352,0.1873,474.3,345.5,0.1912,-0.0694,0.0822,hits pocket,0
1353,0.1373,394.3,46.9,0.1413,-0.0132,0.2035,model / self-contact,0
1354,0.515,473.7,250.4,0.519,-0.2419,-0.071,IK fails,0
1355,0.4791,558.7,67.2,0.4831,-0.2836,0.2008,reachable,1
1356,0.3436,519.3,87.5,0.3475,-0.1603,0.1852,reachable,1
1357,0.5662,204.7,35.4,0.5701,0.1616,0.2431,IK fails,0
1358,0.2904,481.4,3.9,0.2943,-0.096,0.236,reachable,1
1359,0.1971,523.5,345.1,0.2011,-0.0995,0.0721,hits pocket,0
1360,0.0797,609.3,168.3,0.0837,-0.0035,0.1989,model / self-contact,0
1361,0.3808,9.4,34.6,0.3848,0.2704,0.2275,outside workspace box,0
1362,0.6297,635.7,299.0,0.6336,-0.6654,-0.2596,IK fails,0
1363,0.538,595.4,322.4,0.5419,-0.499,-0.235,IK fails,0
1364,0.6176,393.4,249.5,0.6215,-0.1424,-0.1324,IK fails,0
1365,0.3692,414.2,31.0,0.3731,-0.0786,0.2292,reachable,1
1366,0.0968,506.2,40.7,0.1007,-0.0111,0.2015,model / self-contact,0
1367,0.1423,543.4,32.2,0.1463,-0.0422,0.2064,model / self-contact,0
1368,0.5215,330.7,203.6,0.5255,-0.0162,0.0063,model / self-contact,0
1369,0.3867,463.9,26.8,0.3907,-0.1268,0.2343,reachable,1
1370,0.5287,440.1,356.1,0.5326,-0.223,-0.3048,IK fails,0
1371,0.3631,575.8,118.1,0.3671,-0.2278,0.1579,reachable,1
1372,0.4059,35.0,288.1,0.4098,0.353,-0.0572,outside workspace box,0
1373,0.5401,446.6,359.1,0.5441,-0.2419,-0.3251,IK fails,0
1374,0.2536,144.1,31.7,0.2575,0.0889,0.2173,hits pocket,0
1375,0.5304,433.0,14.2,0.5344,-0.1439,0.2647,reachable,1
1376,0.2549,383.3,299.0,0.2589,-0.0431,0.0516,hits pocket,0
1377,0.1442,207.3,42.5,0.1482,0.0221,0.2047,model / self-contact,0
1378,0.2985,186.3,117.7,0.3025,0.0922,0.1676,hits pocket,0
1379,0.5997,296.1,339.5,0.6037,0.0502,-0.3381,IK fails,0
1380,0.3799,59.0,62.2,0.3838,0.2326,0.2049,outside workspace box,0
1381,0.6486,179.0,120.6,0.6525,0.2509,0.1116,outside workspace box,0
1382,0.4471,613.6,31.2,0.4511,-0.3103,0.2367,reachable,1
1383,0.3968,610.5,70.7,0.4008,-0.2756,0.1976,reachable,1
1384,0.5121,289.3,61.6,0.5161,0.0393,0.2077,model / self-contact,0
1385,0.3511,551.4,310.9,0.3551,-0.246,-0.0437,model / self-contact,0
1386,0.308,182.4,136.8,0.312,0.1009,0.1524,hits pocket,0
1387,0.3517,358.2,244.1,0.3556,-0.0375,0.0369,hits pocket,0
1388,0.6015,544.6,209.3,0.6054,-0.4037,-0.0398,IK fails,0
1389,0.1934,553.9,82.1,0.1973,-0.0821,0.1953,reachable,1
1390,0.2143,369.1,264.3,0.2182,-0.0247,0.1066,hits pocket,0
1391,0.2687,591.3,145.4,0.2726,-0.1667,0.1551,reachable,1
1392,0.6477,522.2,44.8,0.6516,-0.3333,0.2361,outside workspace box,0
1393,0.3443,600.9,317.7,0.3483,-0.2937,-0.0464,model / self-contact,0
1394,0.1358,566.0,161.1,0.1397,-0.0477,0.183,model / self-contact,0
1395,0.1675,553.4,209.4,0.1714,-0.073,0.1583,model / self-contact,0
1396,0.2275,162.3,214.0,0.2315,0.0821,0.1283,hits pocket,0
1397,0.1035,113.9,108.3,0.1075,0.0174,0.1968,model / self-contact,0
1398,0.203,427.1,257.7,0.207,-0.0492,0.1178,hits pocket,0
1399,0.5965,519.3,328.7,0.6004,-0.41,-0.3064,IK fails,0
1400,0.0839,425.3,160.5,0.0879,-0.0027,0.1978,model / self-contact,0
1401,0.1994,626.6,289.6,0.2033,-0.1423,0.103,reachable,1
1402,0.6415,512.0,20.8,0.6455,-0.3061,0.2711,IK fails,0
1403,0.5521,78.7,37.2,0.5561,0.3289,0.2397,outside workspace box,0
1404,0.1823,44.3,115.4,0.1863,0.0906,0.1853,hits pocket,0
1405,0.4093,156.3,133.5,0.4132,0.1718,0.1351,model / self-contact,0
1406,0.5887,336.1,354.0,0.5926,-0.0338,-0.3659,outside workspace box,0
1407,0.5071,257.9,229.1,0.511,0.0937,-0.0292,IK fails,0
1408,0.4865,68.5,223.2,0.4904,0.3587,-0.0089,outside workspace box,0
1409,0.6174,442.6,11.3,0.6213,-0.1855,0.281,IK fails,0
1410,0.1811,0.6,34.4,0.185,0.0958,0.2095,hits pocket,0
1411,0.4634,198.0,71.5,0.4674,0.1399,0.1963,model / self-contact,0
1412,0.137,554.9,303.6,0.141,-0.0549,0.1481,model / self-contact,0
1413,0.5638,215.4,46.6,0.5677,0.1474,0.2284,IK fails,0
1414,0.4594,568.3,275.5,0.4634,-0.3519,-0.0776,model / self-contact,0
1415,0.1044,337.1,327.1,0.1084,-0.0019,0.1726,model / self-contact,0
1416,0.432,539.2,149.7,0.436,-0.2501,0.1121,reachable,1
1417,0.1393,436.2,151.4,0.1433,-0.0236,0.184,model / self-contact,0
1418,0.3204,438.9,182.4,0.3244,-0.0965,0.1124,model / self-contact,0
1419,0.1786,553.0,323.8,0.1826,-0.0939,0.1027,hits pocket,0
1420,0.3965,299.4,64.0,0.4005,0.0194,0.2036,hits pocket,0
1421,0.5966,296.2,251.8,0.6006,0.0446,-0.1245,IK fails,0
1422,0.1975,289.1,346.0,0.2015,0.0152,0.0711,hits pocket,0
1423,0.2621,544.3,221.7,0.2661,-0.1448,0.1063,reachable,1
1424,0.5807,61.0,197.3,0.5847,0.4411,-0.0078,outside workspace box,0
1425,0.2946,330.4,79.0,0.2985,-0.0068,0.1932,hits pocket,0
1426,0.5869,630.2,251.2,0.5909,-0.5689,-0.1171,IK fails,0
1427,0.3933,2.4,14.8,0.3973,0.2826,0.2447,outside workspace box,0
1428,0.445,193.7,293.6,0.449,0.1762,-0.097,IK fails,0
1429,0.5349,263.8,215.3,0.5389,0.0888,-0.0197,IK fails,0
1430,0.2689,356.7,22.1,0.2729,-0.02,0.2236,hits pocket,0
1431,0.3874,277.3,108.5,0.3914,0.0408,0.1634,hits pocket,0
1432,0.2493,451.0,230.2,0.2532,-0.0795,0.1071,hits pocket,0
1433,0.3449,516.5,206.4,0.3488,-0.1801,0.0802,reachable,1
1434,0.1344,119.4,342.3,0.1384,0.0472,0.1391,hits pocket,0
1435,0.4883,208.7,232.4,0.4922,0.1612,-0.0247,IK fails,0
1436,0.6311,80.0,331.1,0.6351,0.5285,-0.3467,outside workspace box,0
1437,0.3767,544.3,228.7,0.3807,-0.2359,0.0405,reachable,1
1438,0.5825,612.4,251.6,0.5865,-0.5319,-0.1153,IK fails,0
1439,0.1931,448.2,5.4,0.197,-0.0417,0.2192,reachable,1
1440,0.4826,401.5,302.0,0.4866,-0.1266,-0.1431,IK fails,0
1441,0.3853,370.0,41.7,0.3893,-0.0445,0.2221,hits pocket,0
1442,0.368,220.3,199.0,0.372,0.0984,0.0779,hits pocket,0
1443,0.2629,296.4,246.3,0.2668,0.0158,0.0877,hits pocket,0
1444,0.1489,506.1,2.6,0.1529,-0.0376,0.2125,model / self-contact,0
1445,0.452,347.9,22.0,0.456,-0.0297,0.2461,hits pocket,0
1446,0.47,590.3,300.3,0.474,-0.4061,-0.1294,IK fails,0
1447,0.4688,584.7,260.2,0.4727,-0.3774,-0.0586,model / self-contact,0
1448,0.4549,2.2,68.5,0.4588,0.3553,0.1995,outside workspace box,0
1449,0.518,503.5,348.1,0.522,-0.3291,-0.2741,IK fails,0
1450,0.5286,171.3,128.3,0.5325,0.2109,0.1193,outside workspace box,0
1451,0.2492,341.4,86.4,0.2532,-0.0111,0.191,hits pocket,0
1452,0.6413,220.5,169.9,0.6453,0.1841,0.022,IK fails,0
1453,0.2851,237.7,97.1,0.2891,0.0523,0.1825,hits pocket,0
1454,0.5019,518.8,27.8,0.5058,-0.2403,0.2459,reachable,1
1455,0.6202,573.5,117.8,0.6241,-0.4275,0.1207,IK fails,0
1456,0.6268,573.3,350.7,0.6307,-0.5679,-0.3981,outside workspace box,0
1457,0.1769,202.8,337.8,0.1808,0.0473,0.0973,hits pocket,0
1458,0.2175,398.5,215.4,0.2215,-0.0383,0.1322,hits pocket,0
1459,0.6025,529.2,26.8,0.6064,-0.3124,0.2581,IK fails,0
1460,0.0929,62.4,334.6,0.0969,0.0173,0.1831,model / self-contact,0
1461,0.1243,469.1,53.2,0.1283,-0.0209,0.202,model / self-contact,0
1462,0.6079,65.9,30.1,0.6118,0.3844,0.2541,outside workspace box,0
1463,0.4421,605.0,83.2,0.446,-0.3123,0.1843,reachable,1
1464,0.4169,48.9,163.1,0.4208,0.3004,0.1005,outside workspace box,0
1465,0.1008,511.9,320.2,0.1047,-0.0186,0.177,model / self-contact,0
1466,0.2046,342.8,291.2,0.2086,-0.0111,0.0979,hits pocket,0
1467,0.4682,140.6,350.7,0.4721,0.2864,-0.226,outside workspace box,0
1468,0.4079,103.2,73.2,0.4118,0.2133,0.1952,outside workspace box,0
1469,0.3848,501.1,343.2,0.3887,-0.2254,-0.1231,model / self-contact,0
1470,0.6435,157.3,90.7,0.6475,0.2785,0.1634,outside workspace box,0
1471,0.3461,576.0,201.3,0.3501,-0.2344,0.0848,reachable,1
1472,0.4804,123.6,164.1,0.4844,0.2585,0.0807,outside workspace box,0
1473,0.2523,142.0,125.5,0.2563,0.0981,0.1701,hits pocket,0
1474,0.1823,37.0,237.1,0.1863,0.1062,0.1401,hits pocket,0
1475,0.0781,580.3,355.7,0.0821,-0.0022,0.1977,model / self-contact,0
1476,0.3579,517.9,104.1,0.3619,-0.1706,0.1706,reachable,1
1477,0.442,456.6,249.8,0.446,-0.1791,-0.025,reachable,1
1478,0.552,155.2,12.9,0.556,0.2195,0.2693,outside workspace box,0
1479,0.4651,245.8,311.7,0.4691,0.1116,-0.1463,IK fails,0
1480,0.3028,216.6,115.2,0.3068,0.0725,0.1688,hits pocket,0
1481,0.5122,394.9,199.6,0.5162,-0.1106,0.0166,reachable,1
1482,0.2145,507.8,115.3,0.2185,-0.0804,0.1809,reachable,1
1483,0.3472,328.5,75.6,0.3512,-0.0069,0.1942,hits pocket,0
1484,0.4032,351.3,75.9,0.4072,-0.0305,0.1928,hits pocket,0
1485,0.5451,410.5,40.9,0.5491,-0.1219,0.2344,reachable,1
1486,0.3849,300.4,130.2,0.3888,0.019,0.1431,hits pocket,0
1487,0.1142,73.8,179.5,0.1181,0.0311,0.1867,model / self-contact,0
1488,0.4028,64.2,322.3,0.4067,0.3278,-0.1076,outside workspace box,0
1489,0.0845,473.9,53.8,0.0885,-0.0038,0.2003,model / self-contact,0
1490,0.1004,295.3,111.6,0.1044,0.0019,0.1969,model / self-contact,0
1491,0.0966,111.4,212.8,0.1005,0.0147,0.1904,model / self-contact,0
1492,0.2701,603.2,3.9,0.2741,-0.1526,0.2326,reachable,1
1493,0.4757,261.3,70.2,0.4796,0.0693,0.1976,model / self-contact,0
1494,0.0979,609.3,118.2,0.1018,-0.0196,0.1968,model / self-contact,0
1495,0.5589,190.5,46.8,0.5629,0.1808,0.2279,IK fails,0
1496,0.2035,183.3,216.4,0.2075,0.0601,0.1384,hits pocket,0
1497,0.5053,24.2,187.8,0.5093,0.424,0.038,outside workspace box,0
1498,0.0939,539.5,108.0,0.0979,-0.012,0.1979,model / self-contact,0
1499,0.5879,168.4,173.6,0.5919,0.2551,0.0322,outside workspace box,0
1500,0.3786,530.2,66.0,0.3826,-0.1872,0.2017,reachable,1
1501,0.3979,357.5,138.1,0.4018,-0.0383,0.1326,hits pocket,0
1502,0.6134,596.2,38.5,0.6174,-0.4255,0.2429,IK fails,0
1503,0.2607,343.7,260.6,0.2646,-0.0159,0.0781,hits pocket,0
1504,0.161,31.2,73.0,0.1649,0.0727,0.1988,hits pocket,0
1505,0.4195,310.8,174.1,0.4235,0.0104,0.0869,hits pocket,0
1506,0.5444,347.1,323.3,0.5483,-0.0498,-0.243,IK fails,0
1507,0.631,534.0,228.4,0.635,-0.4153,-0.0938,IK fails,0
1508,0.3504,635.1,0.7,0.3544,-0.2393,0.2482,reachable,1
1509,0.2015,113.9,332.5,0.2054,0.1027,0.0756,hits pocket,0
1510,0.0918,532.5,142.0,0.0958,-0.0107,0.1965,model / self-contact,0
1511,0.425,281.7,240.1,0.429,0.0474,-0.0009,hits pocket,0
1512,0.6439,322.3,60.5,0.6479,-0.0039,0.2117,IK fails,0
1513,0.1466,432.3,244.0,0.1506,-0.0282,0.1583,model / self-contact,0
1514,0.3603,557.8,81.7,0.3643,-0.2021,0.189,reachable,1
1515,0.4537,39.0,226.3,0.4576,0.3701,0.0032,outside workspace box,0
1516,0.551,569.1,253.4,0.5549,-0.4258,-0.0991,IK fails,0
1517,0.1673,206.7,337.3,0.1713,0.0414,0.1072,hits pocket,0
1518,0.5319,13.7,264.7,0.5358,0.5095,-0.1088,outside workspace box,0
1519,0.592,543.7,69.8,0.5959,-0.341,0.1974,IK fails,0
1520,0.6166,407.0,25.0,0.6205,-0.1331,0.2621,model / self-contact,0
1521,0.2844,223.1,67.3,0.2884,0.0595,0.2004,hits pocket,0
1522,0.5419,471.5,206.1,0.5459,-0.2406,-0.007,model / self-contact,0
1523,0.1913,368.0,315.8,0.1952,-0.0215,0.0952,hits pocket,0
1524,0.1178,280.2,189.1,0.1218,0.0056,0.184,model / self-contact,0
1525,0.2299,447.4,240.7,0.2339,-0.0695,0.111,hits pocket,0
1526,0.4607,303.5,347.6,0.4647,0.0257,-0.2116,IK fails,0
1527,0.3536,402.0,144.8,0.3576,-0.0726,0.1358,model / self-contact,0
1528,0.5346,591.7,236.1,0.5386,-0.4395,-0.0567,IK fails,0
1529,0.1509,423.5,24.6,0.1549,-0.0219,0.2087,model / self-contact,0
1530,0.0837,35.6,78.2,0.0877,0.0065,0.1998,model / self-contact,0
1531,0.1876,512.8,341.2,0.1916,-0.0865,0.0843,hits pocket,0
1532,0.3439,74.8,153.7,0.3479,0.2114,0.1303,outside workspace box,0
1533,0.5547,502.3,143.8,0.5586,-0.2779,0.0909,model / self-contact,0
1534,0.6194,614.3,137.0,0.6233,-0.5057,0.0881,IK fails,0
1535,0.4722,257.3,273.3,0.4762,0.0916,-0.0831,IK fails,0
1536,0.2238,175.0,14.3,0.2278,0.0601,0.221,hits pocket,0
1537,0.3284,448.2,202.4,0.3324,-0.1098,0.0913,model / self-contact,0
1538,0.4896,34.2,223.0,0.4936,0.4106,-0.0102,outside workspace box,0
1539,0.4837,431.9,43.2,0.4876,-0.1313,0.2274,reachable,1
1540,0.5102,533.0,227.6,0.5142,-0.323,-0.0284,model / self-contact,0
1541,0.5154,261.1,65.0,0.5194,0.0762,0.2036,model / self-contact,0
1542,0.5161,64.0,45.3,0.52,0.3251,0.2272,outside workspace box,0
1543,0.4375,12.9,60.9,0.4415,0.3251,0.2071,outside workspace box,0
1544,0.236,332.4,258.3,0.2399,-0.0072,0.096,hits pocket,0
1545,0.3744,519.9,255.7,0.3784,-0.2153,0.0092,reachable,1
1546,0.1703,116.1,126.4,0.1742,0.0601,0.1838,hits pocket,0
1547,0.2007,393.2,295.8,0.2047,-0.0346,0.0984,hits pocket,0
1548,0.5386,591.4,213.8,0.5426,-0.4316,-0.0188,IK fails,0
1549,0.6073,413.6,98.5,0.6113,-0.1512,0.1534,model / self-contact,0
1550,0.5051,587.8,149.2,0.5091,-0.368,0.0947,model / self-contact,0
1551,0.3531,511.4,209.4,0.357,-0.1814,0.0735,reachable,1
1552,0.2342,258.0,198.7,0.2382,0.0331,0.1341,hits pocket,0
1553,0.0762,139.3,212.1,0.0802,0.0001,0.1999,model / self-contact,0
1554,0.1076,534.5,346.0,0.1116,-0.0274,0.1665,model / self-contact,0
1555,0.3991,46.5,10.9,0.4031,0.2469,0.2486,outside workspace box,0
1556,0.1599,259.4,242.5,0.1639,0.0181,0.1509,hits pocket,0
1557,0.6196,447.6,152.7,0.6235,-0.2229,0.0603,IK fails,0
1558,0.3693,441.4,210.6,0.3733,-0.122,0.0648,reachable,1
1559,0.5318,265.3,39.6,0.5358,0.0716,0.2351,model / self-contact,0
1560,0.6292,67.7,5.3,0.6332,0.3879,0.291,outside workspace box,0
1561,0.2735,376.2,149.6,0.2774,-0.0355,0.1513,hits pocket,0
1562,0.6084,525.1,167.4,0.6124,-0.3566,0.0369,IK fails,0
1563,0.5802,417.7,77.0,0.5842,-0.1466,0.1872,model / self-contact,0
1564,0.4175,473.2,74.7,0.4214,-0.1553,0.1936,reachable,1
1565,0.3559,336.8,61.6,0.3599,-0.0138,0.205,hits pocket,0
1566,0.5789,569.3,294.6,0.5829,-0.4746,-0.2071,IK fails,0
1567,0.505,625.4,359.2,0.509,-0.5395,-0.2855,IK fails,0
1568,0.3199,628.4,50.3,0.3238,-0.218,0.2118,reachable,1
1569,0.0798,81.5,159.7,0.0838,0.0029,0.1989,model / self-contact,0
1570,0.2986,12.7,181.3,0.3026,0.2268,0.1211,outside workspace box,0
1571,0.1287,499.0,71.5,0.1327,-0.0279,0.1995,model / self-contact,0
1572,0.1571,81.2,236.9,0.1611,0.0684,0.1544,hits pocket,0
1573,0.3423,178.7,246.1,0.3463,0.1343,0.0403,hits pocket,0
1574,0.1399,173.1,185.1,0.1438,0.0312,0.1765,model / self-contact,0
1575,0.5801,204.2,292.9,0.584,0.2204,-0.2041,outside workspace box,0
1576,0.2104,607.5,133.8,0.2144,-0.1218,0.1737,reachable,1
1577,0.2489,23.0,223.9,0.2529,0.1786,0.1115,hits pocket,0
1578,0.1528,28.0,193.3,0.1567,0.0752,0.1695,hits pocket,0
1579,0.5957,101.7,17.6,0.5997,0.3189,0.2695,outside workspace box,0
1580,0.1383,349.4,45.6,0.1423,-0.0053,0.2038,model / self-contact,0
1581,0.4205,600.2,27.2,0.4245,-0.2738,0.2376,reachable,1
1582,0.6154,19.1,137.4,0.6194,0.5134,0.0882,outside workspace box,0
1583,0.0925,234.8,160.0,0.0965,0.0046,0.1954,model / self-contact,0
1584,0.6224,45.9,206.5,0.6263,0.5106,-0.0436,outside workspace box,0
1585,0.6371,555.0,234.2,0.6411,-0.464,-0.1097,IK fails,0
1586,0.3645,276.3,344.8,0.3684,0.0509,-0.1044,hits pocket,0
1587,0.6301,40.6,167.2,0.634,0.5055,0.0305,outside workspace box,0
1588,0.2834,266.7,354.8,0.2873,0.0452,-0.0297,hits pocket,0
1589,0.1938,103.5,91.6,0.1978,0.077,0.1921,hits pocket,0
1590,0.265,372.8,57.4,0.269,-0.0291,0.2055,hits pocket,0
1591,0.4415,621.1,41.6,0.4455,-0.3165,0.2262,reachable,1
1592,0.0967,144.9,145.9,0.1007,0.0115,0.1952,model / self-contact,0
1593,0.5051,483.0,305.8,0.509,-0.2685,-0.1696,IK fails,0
1594,0.2382,210.3,194.8,0.2422,0.0598,0.1347,hits pocket,0
1595,0.541,626.8,153.8,0.545,-0.4592,0.0788,IK fails,0
1596,0.5811,57.5,340.9,0.5851,0.5328,-0.3228,outside workspace box,0
1597,0.4577,442.0,173.5,0.4617,-0.1531,0.075,reachable,1
1598,0.4549,534.9,48.0,0.4588,-0.2355,0.2207,reachable,1
1599,0.2062,353.8,228.1,0.2102,-0.0154,0.1313,hits pocket,0
1600,0.3944,585.5,183.4,0.3983,-0.2808,0.0848,reachable,1
1601,0.1435,383.4,74.2,0.1475,-0.0127,0.1988,model / self-contact,0
1602,0.139,402.3,72.0,0.143,-0.0153,0.1993,model / self-contact,0
1603,0.5765,363.1,347.8,0.5805,-0.0874,-0.3359,IK fails,0
1604,0.1847,323.0,256.9,0.1887,-0.0012,0.13,hits pocket,0
1605,0.5729,147.3,204.9,0.5769,0.2921,-0.0185,outside workspace box,0
1606,0.1819,606.3,313.7,0.1859,-0.1176,0.1048,reachable,1
1607,0.4199,587.2,75.0,0.4238,-0.2728,0.1933,reachable,1
1608,0.4758,503.6,100.8,0.4798,-0.2236,0.1623,reachable,1
1609,0.4973,330.6,235.5,0.5013,-0.0158,-0.0348,model / self-contact,0
1610,0.4284,258.3,224.7,0.4323,0.0756,0.0186,hits pocket,0
1611,0.0997,107.3,124.6,0.1037,0.0157,0.196,model / self-contact,0
1612,0.2782,484.5,206.4,0.2822,-0.1134,0.11,reachable,1
1613,0.3751,19.7,199.4,0.3791,0.3038,0.0745,outside workspace box,0
1614,0.1397,590.3,350.5,0.1436,-0.07,0.1309,model / self-contact,0
1615,0.5962,557.2,221.3,0.6002,-0.4279,-0.061,IK fails,0
1616,0.5193,478.1,239.2,0.5232,-0.2482,-0.0536,model / self-contact,0
1617,0.3436,180.2,179.2,0.3475,0.1237,0.1071,hits pocket,0
1618,0.1061,565.4,16.7,0.11,-0.0207,0.2041,model / self-contact,0
1619,0.4681,446.8,311.4,0.4721,-0.1922,-0.1483,IK fails,0
1620,0.5202,456.1,134.5,0.5242,-0.1907,0.112,reachable,1
1621,0.6032,494.8,129.5,0.6072,-0.2891,0.104,IK fails,0
1622,0.2907,292.6,242.2,0.2947,0.0209,0.0747,hits pocket,0
1623,0.3024,367.1,31.0,0.3064,-0.0304,0.2225,hits pocket,0
1624,0.2545,488.2,302.0,0.2585,-0.1147,0.0494,reachable,1
1625,0.2198,35.1,60.8,0.2238,0.12,0.2029,hits pocket,0
1626,0.2722,316.7,94.7,0.2762,0.002,0.185,hits pocket,0
1627,0.4679,11.0,149.1,0.4718,0.3878,0.104,outside workspace box,0
1628,0.6082,287.3,69.8,0.6122,0.0514,0.1973,IK fails,0
1629,0.1644,117.9,312.6,0.1684,0.0691,0.121,hits pocket,0
1630,0.4462,96.6,175.6,0.4501,0.2725,0.0761,outside workspace box,0
1631,0.4241,289.9,182.9,0.428,0.0348,0.0746,hits pocket,0
1632,0.1408,309.3,344.5,0.1448,0.0028,0.1318,hits pocket,0
1633,0.1685,250.5,46.0,0.1725,0.0186,0.2056,model / self-contact,0
1634,0.2629,396.8,312.0,0.2668,-0.0555,0.0335,hits pocket,0
1635,0.4756,547.0,136.9,0.4795,-0.2868,0.1179,reachable,1
1636,0.0794,91.5,109.6,0.0834,0.0024,0.1996,model / self-contact,0
1637,0.6091,558.3,295.7,0.6131,-0.4816,-0.2342,IK fails,0
1638,0.5354,143.8,160.6,0.5393,0.2624,0.0698,outside workspace box,0
1639,0.2572,176.8,233.0,0.2611,0.0912,0.1008,hits pocket,0
1640,0.6136,241.2,243.1,0.6176,0.1506,-0.116,IK fails,0
1641,0.0915,518.4,125.3,0.0955,-0.0096,0.1974,model / self-contact,0
1642,0.4816,620.2,122.5,0.4856,-0.3792,0.135,reachable,1
1643,0.435,36.7,4.2,0.4389,0.2824,0.26,outside workspace box,0
1644,0.4324,553.1,155.7,0.4364,-0.2679,0.1048,reachable,1
1645,0.1046,449.9,305.8,0.1085,-0.0142,0.1754,model / self-contact,0
1646,0.2542,342.1,159.2,0.2581,-0.0127,0.1504,hits pocket,0
1647,0.1532,237.2,149.6,0.1572,0.0205,0.181,model / self-contact,0
1648,0.2898,552.8,104.0,0.2938,-0.1521,0.1778,reachable,1
1649,0.3443,374.3,247.0,0.3483,-0.052,0.038,model / self-contact,0
1650,0.3525,283.3,132.0,0.3564,0.0319,0.1475,hits pocket,0
1651,0.5991,149.3,7.3,0.6031,0.2486,0.2835,outside workspace box,0
1652,0.3731,120.7,144.2,0.3771,0.1887,0.1319,hits pocket,0
1653,0.2853,215.0,154.1,0.2893,0.0708,0.1453,hits pocket,0
1654,0.3642,290.0,276.7,0.3682,0.032,-0.0102,hits pocket,0
1655,0.3596,556.5,242.7,0.3636,-0.2384,0.0338,reachable,1
1656,0.2377,212.9,27.8,0.2417,0.0492,0.2174,hits pocket,0
1657,0.1289,398.0,177.9,0.1329,-0.0136,0.1819,model / self-contact,0
1658,0.2112,365.4,105.2,0.2151,-0.0188,0.1855,hits pocket,0
1659,0.4484,197.6,247.3,0.4524,0.1628,-0.0253,model / self-contact,0
1660,0.4093,54.1,74.8,0.4132,0.2631,0.1936,outside workspace box,0
1661,0.4956,55.7,274.5,0.4995,0.4094,-0.1019,outside workspace box,0
1662,0.5355,114.7,355.1,0.5394,0.3863,-0.3098,outside workspace box,0
1663,0.2238,74.7,320.8,0.2277,0.1418,0.0621,hits pocket,0
1664,0.3182,303.2,50.1,0.3222,0.0118,0.2119,hits pocket,0
1665,0.0945,524.7,203.6,0.0985,-0.0128,0.192,model / self-contact,0
1666,0.3179,204.8,195.7,0.3218,0.0939,0.1018,hits pocket,0
1667,0.3466,309.1,357.6,0.3506,0.0121,-0.1039,hits pocket,0
1668,0.582,628.0,21.0,0.586,-0.4396,0.2632,IK fails,0
1669,0.6019,266.5,309.2,0.6059,0.1085,-0.2617,IK fails,0
1670,0.2699,346.0,37.0,0.2739,-0.0144,0.2162,hits pocket,0
1671,0.6376,45.6,294.5,0.6415,0.5831,-0.2543,outside workspace box,0
1672,0.4959,434.9,137.3,0.4998,-0.1526,0.1131,reachable,1
1673,0.1076,638.0,169.8,0.1116,-0.0329,0.1901,model / self-contact,0
1674,0.4652,378.9,308.2,0.4691,-0.0882,-0.1397,model / self-contact,0
1675,0.5148,507.8,169.5,0.5188,-0.2697,0.0624,reachable,1
1676,0.5492,397.1,63.2,0.5532,-0.1071,0.2063,reachable,1
1677,0.3074,221.0,242.9,0.3114,0.0814,0.0642,hits pocket,0
1678,0.1378,589.1,135.1,0.1418,-0.0525,0.1877,model / self-contact,0
1679,0.5716,244.5,65.4,0.5756,0.1101,0.2036,IK fails,0
1680,0.542,273.3,180.4,0.5459,0.0721,0.0363,IK fails,0
1681,0.3982,571.4,243.0,0.4021,-0.288,0.0109,reachable,1
1682,0.2583,412.9,295.0,0.2622,-0.0641,0.0521,hits pocket,0
1683,0.2833,539.0,356.8,0.2872,-0.1863,-0.0319,model / self-contact,0
1684,0.3316,510.4,296.5,0.3355,-0.1846,-0.0091,reachable,1
1685,0.11,508.6,19.8,0.1139,-0.018,0.2043,model / self-contact,0
1686,0.2873,23.3,309.4,0.2913,0.2418,0.0143,outside workspace box,0
1687,0.5639,469.7,106.5,0.5678,-0.2238,0.1456,model / self-contact,0
1688,0.5942,196.1,248.0,0.5982,0.2297,-0.1149,outside workspace box,0
1689,0.4686,266.5,305.2,0.4726,0.0805,-0.1372,IK fails,0
1690,0.531,66.8,148.3,0.5349,0.3687,0.0896,outside workspace box,0
1691,0.2107,609.8,86.8,0.2147,-0.1173,0.1928,reachable,1
1692,0.3932,1.0,249.4,0.3972,0.3625,0.0055,outside workspace box,0
1693,0.4486,470.0,9.8,0.4526,-0.156,0.2571,reachable,1
