depth,row,col,tx,ty,tz,ik_err_m,isaac_tip_x,isaac_tip_y,isaac_tip_z,isaac_vs_target_m,joint_deviation_rad,self_collision,penetration_m,pocket_hit,pocket_pts,collision_pairs
0.4,2,4,0.4947,0.04,0.174,6e-05,0.4946,0.04,0.174,0.0001,0.0,1,0.0,0,0,right_shoulder_roll_link|torso_link
0.4,2,5,0.4947,-0.04,0.174,6e-05,0.4947,-0.04,0.174,0.0001,0.0,0,0.0,0,0,
0.4,2,6,0.4947,-0.12,0.174,6e-05,0.4947,-0.12,0.174,0.0001,0.0,0,0.0,0,0,
0.4,2,7,0.4947,-0.2,0.174,7e-05,0.4946,-0.2,0.174,0.0001,0.0,0,0.0,0,0,
0.4,2,8,0.4947,-0.28,0.174,6e-05,0.4946,-0.28,0.174,0.0001,0.0,0,0.0,0,0,
0.4,2,9,0.4947,-0.36,0.174,9e-05,0.4946,-0.36,0.1741,0.0001,0.0,0,0.0,0,0,
0.4,3,2,0.4798,0.2,0.1316,0.03294,0.5327,0.0347,0.1505,0.1746,0.30156,1,0.0,0,0,right_shoulder_roll_link|torso_link
0.4,3,3,0.4798,0.12,0.1316,9e-05,0.504,0.0719,0.134,0.0539,0.10116,1,1e-05,0,0,right_shoulder_roll_link|torso_link
0.4,3,4,0.4798,0.04,0.1316,9e-05,0.4798,0.04,0.1316,0.0001,0.0,1,0.0,0,0,right_shoulder_roll_link|torso_link;right_shoulder_yaw_link|torso_link
0.4,3,5,0.4798,-0.04,0.1316,7e-05,0.4798,-0.04,0.1316,0.0,0.0,0,0.0,1,10,
0.4,3,6,0.4798,-0.12,0.1316,8e-05,0.4798,-0.12,0.1316,0.0,0.0,0,0.0,0,0,
0.4,3,7,0.4798,-0.2,0.1316,9e-05,0.4798,-0.2,0.1316,0.0001,0.0,0,0.0,0,0,
0.4,3,8,0.4798,-0.28,0.1316,7e-05,0.4798,-0.28,0.1316,0.0,0.0,0,0.0,0,0,
0.4,3,9,0.4798,-0.36,0.1316,9e-05,0.4798,-0.36,0.1316,0.0001,0.0,0,0.0,0,0,
0.4,4,2,0.465,0.2,0.0891,0.0321,0.5225,0.0375,0.1127,0.174,0.30277,1,0.0,0,0,right_shoulder_roll_link|torso_link
0.4,4,3,0.465,0.12,0.0891,9e-05,0.4883,0.0731,0.0878,0.0524,0.10139,1,0.0,0,0,right_shoulder_roll_link|torso_link
0.4,4,4,0.465,0.04,0.0891,7e-05,0.4649,0.04,0.0891,0.0001,0.0,1,0.0,1,4,right_shoulder_roll_link|torso_link;right_shoulder_yaw_link|torso_link
0.4,4,5,0.465,-0.04,0.0891,6e-05,0.4649,-0.04,0.0891,0.0001,0.0,0,0.0,1,22,
0.4,4,6,0.465,-0.12,0.0891,6e-05,0.4649,-0.12,0.0891,0.0001,0.0,0,0.0,0,0,
0.4,4,7,0.465,-0.2,0.0891,7e-05,0.4649,-0.2,0.0891,0.0001,0.0,0,0.0,0,0,
0.4,4,8,0.465,-0.28,0.0891,5e-05,0.4649,-0.28,0.0891,0.0001,0.0,0,0.0,0,0,
0.4,4,9,0.465,-0.36,0.0891,8e-05,0.4649,-0.36,0.0891,0.0001,0.0,0,0.0,0,0,
0.4,5,2,0.4501,0.2,0.0466,0.0347,0.5085,0.0372,0.07,0.1745,0.30147,1,0.0,0,0,right_shoulder_roll_link|torso_link
0.4,5,3,0.4501,0.12,0.0466,0.0001,0.4762,0.0665,0.0433,0.0596,0.11359,1,0.0,0,0,right_shoulder_roll_link|torso_link
0.4,5,4,0.4501,0.04,0.0466,9e-05,0.4526,0.0317,0.0451,0.0088,0.02029,1,0.0,1,36,right_shoulder_roll_link|torso_link;right_shoulder_yaw_link|torso_link
0.4,5,5,0.4501,-0.04,0.0466,6e-05,0.4501,-0.04,0.0466,0.0001,0.0,0,0.0,1,44,
0.4,5,6,0.4501,-0.12,0.0466,7e-05,0.45,-0.12,0.0466,0.0001,0.0,0,0.0,0,0,
0.4,5,7,0.4501,-0.2,0.0466,8e-05,0.45,-0.2,0.0466,0.0001,0.0,0,0.0,0,0,
0.4,5,8,0.4501,-0.28,0.0466,6e-05,0.4501,-0.28,0.0466,0.0001,0.0,0,0.0,0,0,
0.4,5,9,0.4501,-0.36,0.0466,8e-05,0.45,-0.36,0.0466,0.0001,0.0,0,0.0,0,0,
0.4,6,2,0.4352,0.2,0.0041,0.04072,0.3857,0.1442,0.0319,0.0796,0.78383,1,0.02469,0,0,left_hand_Link1_2|right_hand_Link1_1;left_hand_Link1_2|right_hand_Link1_2;left_hand_Link1_2|right_hand_Link2_2;left_hand_Link1_2|right_hand_base_link;left_hand_Link1_3|right_hand_Link1_1;left_hand_Link1_3|right_hand_base_link;left_hand_Link2_1|right_hand_Link2_1;left_hand_Link2_1|right_hand_Link2_2;left_hand_base_link|right_hand_Link2_2;right_shoulder_roll_link|torso_link
0.4,6,3,0.4352,0.12,0.0041,0.00027,0.4684,0.052,0.0014,0.0758,0.13985,1,0.0,0,0,right_shoulder_roll_link|torso_link
0.4,6,4,0.4352,0.04,0.0041,7e-05,0.4402,0.0225,0.0007,0.0185,0.04156,1,0.0,1,50,right_shoulder_yaw_link|torso_link
0.4,6,5,0.4352,-0.04,0.0041,9e-05,0.4352,-0.04,0.0042,0.0001,0.0,1,0.0,1,60,right_shoulder_yaw_link|torso_link
0.4,6,6,0.4352,-0.12,0.0041,9e-05,0.4352,-0.12,0.0042,0.0001,0.0,0,0.0,0,0,
0.4,6,7,0.4352,-0.2,0.0041,5e-05,0.4352,-0.2,0.0042,0.0001,0.0,0,0.0,0,0,
0.4,6,8,0.4352,-0.28,0.0041,9e-05,0.4352,-0.28,0.0042,0.0001,0.0,0,0.0,0,0,
0.4,6,9,0.4352,-0.36,0.0041,9e-05,0.4352,-0.36,0.0042,0.0001,0.0,0,0.0,0,0,
0.4,7,3,0.4204,0.12,-0.0383,0.00781,0.4574,0.0372,-0.0316,0.0909,0.16648,1,0.0,0,0,right_shoulder_roll_link|torso_link
0.4,7,4,0.4204,0.04,-0.0383,0.0001,0.4311,0.0127,-0.0373,0.0294,0.05258,1,0.00022,1,50,right_shoulder_yaw_link|torso_link
0.4,7,5,0.4204,-0.04,-0.0383,6e-05,0.4203,-0.04,-0.0383,0.0001,0.0,1,0.0,1,72,right_shoulder_yaw_link|torso_link
0.4,7,6,0.4204,-0.12,-0.0383,8e-05,0.4211,-0.1198,-0.0362,0.0022,0.0041,0,0.0,0,0,
0.4,7,7,0.4204,-0.2,-0.0383,0.0001,0.4211,-0.2007,-0.036,0.0025,0.00487,0,0.0,0,0,
0.4,7,8,0.4204,-0.28,-0.0383,8e-05,0.4211,-0.2803,-0.0364,0.0021,0.00442,0,0.0,0,0,
