depth,row,col,tx,ty,tz,ik_err_m,isaac_tip_x,isaac_tip_y,isaac_tip_z,isaac_vs_target_m,joint_deviation_rad,self_collision,penetration_m,pocket_hit,pocket_pts,collision_pairs
0.35,2,3,0.2601,0.0521,0.1887,6e-05,0.2613,0.0488,0.1819,0.0076,0.049,1,0.0,1,196,right_elbow_link|torso_link
0.35,2,4,0.265,0.0178,0.1884,7e-05,0.2644,0.0184,0.1862,0.0024,0.02043,1,0.0,1,160,right_elbow_link|torso_link;right_wrist_roll_link|torso_link
0.35,2,5,0.265,-0.0178,0.1884,8e-05,0.2651,-0.0178,0.1884,0.0001,0.0,1,0.0,1,110,right_elbow_link|torso_link;right_wrist_roll_link|torso_link
0.35,2,6,0.2601,-0.0521,0.1887,3e-05,0.2602,-0.0521,0.1887,0.0001,0.0,0,0.0,0,0,
0.35,2,7,0.2514,-0.0827,0.1893,4e-05,0.2515,-0.0827,0.1893,0.0001,0.0,0,0.0,0,0,
0.35,2,8,0.2406,-0.1084,0.1899,6e-05,0.2407,-0.1084,0.19,0.0001,0.0,0,0.0,0,0,
0.35,2,9,0.2291,-0.1294,0.1907,9e-05,0.2292,-0.1294,0.1907,0.0001,0.0,0,0.0,0,0,
0.35,3,0,0.2386,0.1428,0.1728,5e-05,0.2413,0.1422,0.1724,0.0028,0.13738,1,0.0,1,280,right_elbow_link|torso_link;right_shoulder_yaw_link|torso_link
0.35,3,1,0.2527,0.121,0.1704,5e-05,0.253,0.1124,0.1442,0.0275,0.14104,1,0.0,1,322,right_elbow_link|torso_link
0.35,3,2,0.2663,0.0932,0.1681,5e-05,0.2656,0.0885,0.1513,0.0175,0.11065,1,1e-05,1,272,right_elbow_link|torso_link
0.35,3,3,0.2775,0.0593,0.1662,6e-05,0.2764,0.0579,0.158,0.0084,0.07218,1,0.0,1,272,right_elbow_link|torso_link
0.35,3,4,0.2839,0.0204,0.1651,6e-05,0.2827,0.0198,0.1598,0.0054,0.03147,1,0.0,1,202,right_elbow_link|torso_link
0.35,3,5,0.2839,-0.0204,0.1651,7e-05,0.2839,-0.0204,0.1651,0.0001,0.0,1,0.0,1,152,right_elbow_link|torso_link;right_shoulder_yaw_link|torso_link;right_wrist_roll_link|torso_link
0.35,3,6,0.2775,-0.0593,0.1662,8e-05,0.2775,-0.0592,0.1662,0.0001,0.0,0,0.0,0,0,
0.35,3,7,0.2663,-0.0932,0.1681,3e-05,0.2663,-0.0932,0.1681,0.0,0.0,0,0.0,0,0,
0.35,3,8,0.2527,-0.121,0.1704,5e-05,0.2528,-0.121,0.1704,0.0001,0.0,0,0.0,0,0,
0.35,3,9,0.2386,-0.1428,0.1728,7e-05,0.2387,-0.1428,0.1729,0.0001,0.0,0,0.0,0,0,
0.35,4,0,0.248,0.1571,0.1516,6e-05,0.2547,0.1465,0.1335,0.022,0.15414,1,0.0,1,352,right_elbow_link|torso_link;right_shoulder_yaw_link|torso_link
0.35,4,1,0.2648,0.1344,0.1468,6e-05,0.2703,0.128,0.1398,0.0109,0.13052,1,1e-05,1,316,right_elbow_link|torso_link;right_shoulder_yaw_link|torso_link
0.35,4,2,0.2814,0.1046,0.142,6e-05,0.2819,0.0941,0.1199,0.0244,0.12776,1,0.0,1,298,right_elbow_link|torso_link
0.35,4,3,0.2953,0.0671,0.138,5e-05,0.293,0.0595,0.1188,0.0207,0.09124,1,0.00011,1,306,right_elbow_link|torso_link
0.35,4,4,0.3035,0.0232,0.1356,5e-05,0.3021,0.0209,0.1284,0.0077,0.04164,1,0.0,1,216,right_elbow_link|torso_link;right_shoulder_yaw_link|torso_link
0.35,4,5,0.3035,-0.0232,0.1356,6e-05,0.3035,-0.0232,0.1356,0.0,0.0,1,0.0,1,156,right_elbow_link|torso_link;right_shoulder_yaw_link|torso_link
0.35,4,6,0.2953,-0.0671,0.138,7e-05,0.2954,-0.0671,0.138,0.0001,0.0,1,0.0,0,0,right_shoulder_yaw_link|torso_link
0.35,4,7,0.2814,-0.1046,0.142,9e-05,0.2815,-0.1046,0.142,0.0001,0.0,0,0.0,0,0,
0.35,4,8,0.2648,-0.1344,0.1468,4e-05,0.2648,-0.1344,0.1468,0.0001,0.0,0,0.0,0,0,
0.35,4,9,0.248,-0.1571,0.1516,5e-05,0.2481,-0.1571,0.1516,0.0001,0.0,0,0.0,0,0,
0.35,5,0,0.2566,0.1718,0.1268,7e-05,0.2483,0.152,0.1199,0.0226,0.1969,1,0.00038,1,428,left_hand_base_link|right_hand_Link1_2;left_hand_base_link|right_hand_Link1_3;right_elbow_link|torso_link;right_shoulder_yaw_link|torso_link
0.35,5,1,0.276,0.1483,0.1188,6e-05,0.273,0.1325,0.0988,0.0257,0.1755,1,0.00059,1,388,left_hand_base_link|right_hand_Link2_2;left_hand_base_link|right_hand_Link2_3;left_wrist_yaw_link|right_hand_Link2_2;right_elbow_link|torso_link;right_shoulder_yaw_link|torso_link
0.35,5,2,0.2955,0.1165,0.1107,6e-05,0.3006,0.0984,0.0886,0.029,0.15451,1,0.0,1,320,right_elbow_link|torso_link;right_shoulder_yaw_link|torso_link
0.35,5,3,0.3122,0.0753,0.1038,6e-05,0.3103,0.0615,0.0811,0.0266,0.10542,1,0.0,1,348,right_elbow_link|torso_link;right_shoulder_yaw_link|torso_link
0.35,5,4,0.322,0.0262,0.0997,5e-05,0.3203,0.0199,0.0891,0.0124,0.06006,1,1e-05,1,278,right_elbow_link|torso_link;right_shoulder_yaw_link|torso_link
0.35,5,5,0.322,-0.0262,0.0997,5e-05,0.3214,-0.0275,0.0971,0.003,0.01916,1,0.0,1,124,right_elbow_link|torso_link;right_shoulder_yaw_link|torso_link
0.35,5,6,0.3122,-0.0753,0.1038,6e-05,0.3122,-0.0753,0.1038,0.0,0.0,1,0.0,0,0,right_shoulder_yaw_link|torso_link
0.35,5,7,0.2955,-0.1165,0.1107,7e-05,0.2956,-0.1165,0.1107,0.0001,0.0,0,0.0,0,0,
0.35,5,8,0.276,-0.1483,0.1188,9e-05,0.2761,-0.1483,0.1188,0.0001,0.0,0,0.0,0,0,
0.35,5,9,0.2566,-0.1718,0.1268,4e-05,0.2566,-0.1718,0.1268,0.0,0.0,0,0.0,0,0,
0.35,6,0,0.2637,0.1862,0.0987,8e-05,0.2782,0.1487,0.1117,0.0423,0.22715,1,0.01066,1,438,left_hand_base_link|right_hand_Link1_2;left_hand_base_link|right_hand_Link1_3;left_hand_base_link|right_hand_Link2_2;left_hand_base_link|right_hand_Link2_3;left_wrist_pitch_link|right_hand_Link2_2;left_wrist_yaw_link|right_hand_Link2_2;left_wrist_yaw_link|right_hand_Link2_3;right_shoulder_yaw_link|torso_link
0.35,6,1,0.2854,0.1619,0.0868,7e-05,0.2903,0.1294,0.0648,0.0396,0.22387,1,0.02907,1,424,left_hand_Link1_2|right_hand_Link1_2;left_hand_Link1_2|right_hand_Link1_3;left_hand_base_link|right_hand_Link2_2;left_hand_base_link|right_hand_Link2_3;left_wrist_yaw_link|right_hand_Link2_2;right_shoulder_yaw_link|torso_link
0.35,6,2,0.3073,0.128,0.0747,6e-05,0.3085,0.0888,0.0262,0.0624,0.19652,1,0.0,1,430,right_elbow_link|torso_link;right_shoulder_yaw_link|torso_link
0.35,6,3,0.3262,0.0832,0.0642,6e-05,0.3253,0.055,0.0326,0.0424,0.14915,1,0.0,1,340,right_shoulder_yaw_link|torso_link
0.35,6,4,0.3375,0.029,0.058,5e-05,0.3357,0.0139,0.0423,0.0219,0.09231,1,3e-05,1,246,right_shoulder_yaw_link|torso_link
0.35,6,5,0.3375,-0.029,0.058,5e-05,0.3364,-0.034,0.0531,0.0071,0.03931,1,0.0,1,84,right_shoulder_yaw_link|torso_link
0.35,6,6,0.3262,-0.0832,0.0642,5e-05,0.3263,-0.0832,0.0642,0.0001,0.00013,1,1e-05,0,0,right_shoulder_yaw_link|torso_link
0.35,6,7,0.3073,-0.128,0.0747,6e-05,0.3074,-0.128,0.0747,0.0001,0.0,1,0.0,0,0,right_shoulder_yaw_link|torso_link
0.35,6,8,0.2854,-0.1619,0.0868,8e-05,0.2855,-0.1619,0.0868,0.0001,0.0,0,0.0,0,0,
0.35,6,9,0.2637,-0.1862,0.0987,3e-05,0.2637,-0.1862,0.0987,0.0001,0.0,0,0.0,0,0,
0.35,7,0,0.2688,0.1997,0.0678,6e-05,0.203,0.1847,0.1144,0.082,0.48028,1,0.01704,1,300,left_hand_base_link|right_hand_Link1_2;left_wrist_pitch_link|right_hand_Link2_2;left_wrist_pitch_link|right_hand_Link2_3;left_wrist_pitch_link|right_hand_base_link;left_wrist_roll_link|right_hand_Link2_2;left_wrist_yaw_link|right_hand_Link1_2;left_wrist_yaw_link|right_hand_Link1_3;left_wrist_yaw_link|right_hand_Link2_2;right_shoulder_yaw_link|torso_link
0.35,7,1,0.292,0.1744,0.0516,4e-05,0.2712,0.1543,0.0773,0.0387,0.32072,1,0.03448,1,320,left_hand_Link1_1|right_hand_Link1_2;left_hand_Link2_1|right_hand_Link1_2;left_hand_Link2_1|right_hand_Link1_3;left_hand_base_link|right_hand_Link1_2;left_hand_base_link|right_hand_Link1_3;left_hand_base_link|right_hand_Link2_2;left_hand_base_link|right_hand_Link2_3;left_wrist_pitch_link|right_hand_Link1_1;left_wrist_pitch_link|right_hand_Link2_1;left_wrist_pitch_link|right_hand_Link2_2;left_wrist_pitch_link|right_hand_Link2_3;left_wrist_yaw_link|right_hand_Link2_2;left_wrist_yaw_link|right_hand_Link2_3;right_shoulder_yaw_link|torso_link
0.35,7,2,0.3156,0.1384,0.0351,6e-05,0.3262,0.0756,-0.0167,0.0821,0.25083,1,0.0,1,354,right_shoulder_yaw_link|torso_link
0.35,7,3,0.3359,0.0902,0.0209,6e-05,0.3383,0.0404,-0.0182,0.0634,0.19627,1,0.0,1,238,right_shoulder_yaw_link|torso_link
0.35,7,4,0.3479,0.0315,0.0124,9e-05,0.3472,0.0024,-0.0077,0.0354,0.1252,1,0.0,1,156,right_shoulder_yaw_link|torso_link
0.35,7,5,0.3479,-0.0315,0.0124,4e-05,0.3467,-0.0424,0.0058,0.0128,0.05693,1,0.0,0,0,right_shoulder_yaw_link|torso_link
0.35,7,6,0.3359,-0.0902,0.0209,5e-05,0.3357,-0.0909,0.0204,0.0009,0.00531,1,0.0,0,0,right_shoulder_yaw_link|torso_link
0.35,7,7,0.3156,-0.1384,0.0351,5e-05,0.3156,-0.1384,0.0351,0.0,0.0,1,0.0,0,0,right_shoulder_yaw_link|torso_link
0.35,7,8,0.292,-0.1744,0.0516,6e-05,0.292,-0.1744,0.0516,0.0001,0.0,0,0.0,0,0,
0.35,7,9,0.2688,-0.1997,0.0678,9e-05,0.2689,-0.1997,0.0678,0.0001,0.0,0,0.0,0,0,
0.35,8,1,0.2952,0.1851,0.0144,0.0001,0.3438,0.104,-0.0195,0.1004,0.30598,1,0.0,1,252,right_shoulder_yaw_link|torso_link
0.35,8,2,0.3193,0.1471,-0.0065,6e-05,0.3502,0.0669,-0.0293,0.0889,0.28645,1,0.0,1,234,right_shoulder_yaw_link|torso_link
0.35,8,3,0.34,0.0958,-0.0243,9e-05,0.3618,0.0376,-0.0304,0.0624,0.2228,1,0.0,1,168,right_shoulder_yaw_link|torso_link
0.35,8,4,0.3522,0.0335,-0.0348,7e-05,0.3645,-0.0079,-0.0282,0.0437,0.15637,1,1e-05,1,34,right_shoulder_yaw_link|torso_link
0.35,8,5,0.3522,-0.0335,-0.0348,6e-05,0.3551,-0.0492,-0.0254,0.0186,0.07269,1,1e-05,0,0,right_shoulder_yaw_link|torso_link
0.35,8,6,0.34,-0.0958,-0.0243,4e-05,0.3398,-0.0973,-0.0248,0.0016,0.00715,1,0.0,0,0,right_shoulder_yaw_link|torso_link
0.35,8,7,0.3193,-0.1471,-0.0065,5e-05,0.3194,-0.1471,-0.0065,0.0001,0.0,0,0.0,0,0,
0.35,8,8,0.2952,-0.1851,0.0144,6e-05,0.2953,-0.1851,0.0143,0.0001,0.0,0,0.0,0,0,
0.35,8,9,0.2713,-0.2116,0.0349,7e-05,0.2714,-0.2116,0.0349,0.0001,0.0,0,0.0,0,0,
0.35,9,1,0.2948,0.1936,-0.0235,9e-05,0.3851,0.1003,-0.0153,0.1301,0.32281,1,3e-05,1,96,right_shoulder_yaw_link|torso_link
0.35,9,2,0.3185,0.1535,-0.0482,7e-05,0.3807,0.0661,-0.0295,0.1089,0.30638,1,5e-05,1,112,right_shoulder_yaw_link|torso_link
0.35,9,3,0.3385,0.0998,-0.069,7e-05,0.3848,0.0332,-0.0247,0.0924,0.32823,1,0.0,1,100,right_shoulder_yaw_link|torso_link
0.35,9,4,0.3502,0.0348,-0.0812,9e-05,0.3846,-0.0056,-0.0242,0.0779,0.30463,1,0.0,1,42,right_shoulder_yaw_link|torso_link
0.35,9,5,0.3502,-0.0348,-0.0812,6e-05,0.3705,-0.0575,-0.0212,0.0673,0.30462,1,0.0,0,0,right_shoulder_yaw_link|torso_link
0.35,9,6,0.3385,-0.0998,-0.069,8e-05,0.3518,-0.1052,-0.0209,0.0502,0.21563,1,0.0,0,0,right_shoulder_yaw_link|torso_link
0.35,9,7,0.3185,-0.1535,-0.0482,5e-05,0.3244,-0.1545,-0.0239,0.025,0.10425,0,0.0,0,0,
0.35,9,8,0.2948,-0.1936,-0.0235,6e-05,0.2949,-0.1936,-0.0236,0.0001,0.0,0,0.0,0,0,
0.35,9,9,0.2712,-0.2215,0.0011,7e-05,0.2712,-0.2215,0.001,0.0001,0.0,0,0.0,0,0,
0.4,0,0,0.2617,0.1472,0.2241,4e-05,0.269,0.136,0.1898,0.0368,0.13975,1,0.0,1,188,right_shoulder_yaw_link|torso_link
0.4,0,1,0.2732,0.1217,0.2256,4e-05,0.2777,0.1132,0.1967,0.0305,0.11859,1,0.0,1,194,right_shoulder_yaw_link|torso_link
0.4,0,2,0.2835,0.0916,0.227,4e-05,0.2857,0.0865,0.2067,0.021,0.09234,1,1e-05,1,152,right_shoulder_yaw_link|torso_link
0.4,0,3,0.2916,0.0571,0.2281,4e-05,0.2921,0.055,0.2162,0.0121,0.06156,1,1e-05,1,138,right_shoulder_yaw_link|torso_link
0.4,0,4,0.296,0.0194,0.2287,5e-05,0.2959,0.0192,0.2249,0.0038,0.0227,1,0.0,1,100,right_shoulder_yaw_link|torso_link
0.4,0,5,0.296,-0.0194,0.2287,5e-05,0.296,-0.0194,0.2287,0.0,0.0,1,0.0,1,44,right_shoulder_yaw_link|torso_link
0.4,0,6,0.2916,-0.0571,0.2281,6e-05,0.2916,-0.0571,0.2281,0.0,0.0,0,0.0,0,0,
0.4,0,7,0.2835,-0.0916,0.227,8e-05,0.2836,-0.0916,0.227,0.0001,0.0,0,0.0,0,0,
0.4,0,8,0.2732,-0.1217,0.2256,3e-05,0.2732,-0.1217,0.2257,0.0001,0.0,0,0.0,0,0,
0.4,0,9,0.2617,-0.1472,0.2241,4e-05,0.2618,-0.1472,0.2241,0.0001,0.0,0,0.0,0,0,
0.4,1,0,0.2709,0.16,0.2073,3e-05,0.2811,0.1424,0.1659,0.0461,0.16532,1,0.0,1,196,right_shoulder_yaw_link|torso_link
0.4,1,1,0.2846,0.1334,0.2079,4e-05,0.2913,0.119,0.172,0.0392,0.14469,1,0.0,1,190,right_shoulder_yaw_link|torso_link
0.4,1,2,0.2973,0.1012,0.2084,4e-05,0.3008,0.0914,0.1821,0.0283,0.1166,1,0.0,1,160,right_shoulder_yaw_link|torso_link
0.4,1,3,0.3074,0.0635,0.2087,4e-05,0.3085,0.0585,0.1929,0.0166,0.08088,1,0.0,1,138,right_shoulder_yaw_link|torso_link
0.4,1,4,0.3131,0.0217,0.209,4e-05,0.3131,0.0201,0.2023,0.0069,0.04108,1,0.0,1,110,right_shoulder_yaw_link|torso_link
0.4,1,5,0.3131,-0.0217,0.209,5e-05,0.3131,-0.0217,0.2088,0.0002,0.00037,1,6e-05,1,68,right_shoulder_yaw_link|torso_link
0.4,1,6,0.3074,-0.0635,0.2087,6e-05,0.3075,-0.0635,0.2088,0.0001,0.0,0,0.0,0,0,
0.4,1,7,0.2973,-0.1012,0.2084,7e-05,0.2974,-0.1012,0.2084,0.0001,0.0,0,0.0,0,0,
0.4,1,8,0.2846,-0.1334,0.2079,9e-05,0.2847,-0.1334,0.2079,0.0001,0.0,0,0.0,0,0,
0.4,1,9,0.2709,-0.16,0.2073,4e-05,0.2709,-0.16,0.2074,0.0001,0.0,0,0.0,0,0,
0.4,2,0,0.2801,0.1737,0.1875,0.0001,0.2935,0.1457,0.1336,0.0622,0.19951,1,1e-05,1,220,left_hand_base_link|right_hand_Link2_2;left_hand_base_link|right_hand_Link2_3;right_shoulder_yaw_link|torso_link
0.4,2,1,0.2964,0.1461,0.1865,3e-05,0.3059,0.1259,0.1498,0.0429,0.16725,1,0.0,1,190,left_hand_base_link|right_hand_Link2_2;left_hand_base_link|right_hand_Link2_3;right_shoulder_yaw_link|torso_link
0.4,2,2,0.3119,0.1118,0.1855,4e-05,0.3174,0.095,0.1534,0.0366,0.14292,1,0.0,1,176,right_shoulder_yaw_link|torso_link
0.4,2,3,0.3244,0.0707,0.1847,4e-05,0.3265,0.0604,0.164,0.0232,0.10512,1,0.0,1,148,right_shoulder_yaw_link|torso_link
0.4,2,4,0.3315,0.0243,0.1843,4e-05,0.3318,0.0199,0.1744,0.0109,0.06108,1,0.0,1,126,right_shoulder_yaw_link|torso_link
0.4,2,5,0.3315,-0.0243,0.1843,4e-05,0.3314,-0.0249,0.1824,0.002,0.01478,1,0.0,1,60,right_shoulder_yaw_link|torso_link
0.4,2,6,0.3244,-0.0707,0.1847,5e-05,0.3245,-0.0707,0.1847,0.0001,0.0,1,0.0,0,0,right_shoulder_yaw_link|torso_link
0.4,2,7,0.3119,-0.1118,0.1855,6e-05,0.312,-0.1118,0.1855,0.0001,0.0,0,0.0,0,0,
0.4,2,8,0.2964,-0.1461,0.1865,8e-05,0.2965,-0.1461,0.1865,0.0001,0.0,0,0.0,0,0,
0.4,2,9,0.2801,-0.1737,0.1875,0.0001,0.2802,-0.1737,0.1875,0.0001,0.0,0,0.0,0,0,
0.4,3,0,0.289,0.1882,0.1642,4e-05,0.2993,0.1643,0.1439,0.0331,0.21306,1,0.00034,1,130,left_hand_base_link|right_hand_Link2_2;left_hand_base_link|right_hand_Link2_3;right_shoulder_yaw_link|torso_link
0.4,3,1,0.3081,0.1597,0.161,6e-05,0.3118,0.1363,0.1609,0.0237,0.18762,1,0.00013,1,120,left_hand_base_link|right_hand_Link2_2;left_hand_base_link|right_hand_Link2_3;right_shoulder_yaw_link|torso_link
0.4,3,2,0.3266,0.1233,0.1578,8e-05,0.3352,0.0967,0.1208,0.0464,0.16884,1,0.0,1,182,right_shoulder_yaw_link|torso_link
0.4,3,3,0.3418,0.0786,0.1552,0.0001,0.3457,0.0598,0.1293,0.0322,0.13228,1,0.0,1,148,right_shoulder_yaw_link|torso_link
0.4,3,4,0.3506,0.0271,0.1537,3e-05,0.3514,0.0177,0.1407,0.016,0.08173,1,0.0,1,112,right_shoulder_yaw_link|torso_link
0.4,3,5,0.3506,-0.0271,0.1537,4e-05,0.3505,-0.0294,0.1502,0.0042,0.02947,1,0.0,1,42,right_shoulder_yaw_link|torso_link
0.4,3,6,0.3418,-0.0786,0.1552,4e-05,0.3419,-0.0786,0.1552,0.0001,0.0,1,0.0,0,0,right_shoulder_yaw_link|torso_link
0.4,3,7,0.3266,-0.1233,0.1578,5e-05,0.3266,-0.1233,0.1578,0.0,0.0,0,0.0,0,0,
0.4,3,8,0.3081,-0.1597,0.161,6e-05,0.3081,-0.1597,0.161,0.0,0.0,0,0.0,0,0,
0.4,3,9,0.289,-0.1882,0.1642,8e-05,0.2891,-0.1882,0.1642,0.0001,0.0,0,0.0,0,0,
0.4,4,1,0.3188,0.1737,0.1312,7e-05,0.3515,0.1238,0.1011,0.0668,0.22675,1,0.0,1,102,left_hand_base_link|right_hand_Link2_2;left_hand_base_link|right_hand_Link2_3;right_shoulder_yaw_link|torso_link
0.4,4,2,0.3403,0.1352,0.125,6e-05,0.3573,0.1007,0.0999,0.0459,0.18773,1,1e-05,1,90,right_shoulder_yaw_link|torso_link
0.4,4,3,0.3584,0.0868,0.1198,7e-05,0.3648,0.0571,0.0906,0.0421,0.15196,1,0.0,1,162,right_shoulder_yaw_link|torso_link
0.4,4,4,0.369,0.03,0.1167,6e-05,0.371,0.0126,0.101,0.0235,0.10399,1,0.0,1,110,right_shoulder_yaw_link|torso_link
0.4,4,5,0.369,-0.03,0.1167,9e-05,0.3691,-0.0358,0.1119,0.0075,0.04411,1,0.0,1,22,right_shoulder_yaw_link|torso_link
0.4,4,6,0.3584,-0.0868,0.1198,3e-05,0.3585,-0.0868,0.1198,0.0001,0.0,1,0.0,0,0,right_shoulder_yaw_link|torso_link
0.4,4,7,0.3403,-0.1352,0.125,4e-05,0.3404,-0.1352,0.125,0.0001,0.0,0,0.0,0,0,
0.4,4,8,0.3188,-0.1737,0.1312,5e-05,0.3189,-0.1737,0.1312,0.0001,0.0,0,0.0,0,0,
0.4,4,9,0.297,-0.2029,0.1375,7e-05,0.2971,-0.203,0.1375,0.0001,0.0,0,0.0,0,0,
0.4,5,1,0.3278,0.1875,0.0973,5e-05,0.3036,0.1814,0.1475,0.056,0.33468,1,0.0,1,108,left_hand_base_link|right_hand_Link2_1;left_hand_base_link|right_hand_Link2_2;left_hand_base_link|right_hand_Link2_3;right_shoulder_yaw_link|torso_link
0.4,5,2,0.352,0.147,0.0873,7e-05,0.384,0.0939,0.0719,0.0639,0.21559,1,0.00037,1,66,left_hand_Link1_2|right_hand_Link2_2;right_shoulder_yaw_link|torso_link
0.4,5,3,0.3727,0.0949,0.0787,8e-05,0.3827,0.0504,0.0473,0.0554,0.17158,1,0.0,1,110,right_shoulder_yaw_link|torso_link
0.4,5,4,0.3848,0.0329,0.0737,6e-05,0.3881,0.0078,0.0582,0.0297,0.10838,1,0.0,1,118,right_shoulder_yaw_link|torso_link
0.4,5,5,0.3848,-0.0329,0.0737,7e-05,0.3853,-0.0436,0.0682,0.012,0.05552,1,0.0,0,0,right_shoulder_yaw_link|torso_link
0.4,5,6,0.3727,-0.0949,0.0787,7e-05,0.3727,-0.0949,0.0787,0.0,0.0,1,0.0,0,0,right_shoulder_yaw_link|torso_link
0.4,5,7,0.352,-0.147,0.0873,3e-05,0.3521,-0.147,0.0873,0.0001,0.0,0,0.0,0,0,
0.4,5,8,0.3278,-0.1875,0.0973,4e-05,0.3279,-0.1875,0.0973,0.0001,0.0,0,0.0,0,0,
0.4,5,9,0.3036,-0.2175,0.1073,6e-05,0.3037,-0.2175,0.1073,0.0001,0.0,0,0.0,0,0,
0.4,6,2,0.3604,0.1579,0.0454,8e-05,0.3428,0.1546,0.0395,0.0188,0.47428,1,0.02975,1,80,left_hand_Link1_1|right_hand_Link2_2;left_hand_Link1_1|right_hand_Link2_3;left_hand_Link1_2|right_hand_Link1_2;left_hand_Link1_2|right_hand_Link1_3;left_hand_Link1_3|right_hand_Link1_2;left_hand_Link1_3|right_hand_Link1_3;left_hand_Link2_1|right_hand_Link2_2;left_hand_Link2_1|right_hand_Link2_3;left_hand_Link2_2|right_hand_Link2_2;left_hand_base_link|right_hand_Link2_2;left_hand_base_link|right_hand_Link2_3;right_shoulder_yaw_link|torso_link
0.4,6,3,0.3829,0.1023,0.033,7e-05,0.4019,0.0437,0.0096,0.0659,0.18268,1,0.0,1,60,right_shoulder_yaw_link|torso_link
0.4,6,4,0.3962,0.0356,0.0257,9e-05,0.4016,0.0023,0.0116,0.0365,0.10849,1,0.0,1,100,right_shoulder_yaw_link|torso_link
0.4,6,5,0.3962,-0.0356,0.0257,5e-05,0.3971,-0.0484,0.0215,0.0135,0.04858,1,2e-05,0,0,right_shoulder_yaw_link|torso_link
0.4,6,6,0.3829,-0.1023,0.033,8e-05,0.383,-0.1023,0.033,0.0001,0.0,1,0.0,0,0,right_shoulder_yaw_link|torso_link
0.4,6,7,0.3604,-0.1579,0.0454,8e-05,0.3605,-0.1579,0.0454,0.0001,0.0,0,0.0,0,0,
0.4,6,8,0.3342,-0.2004,0.0598,4e-05,0.3342,-0.2004,0.0598,0.0001,0.0,0,0.0,0,0,
0.4,6,9,0.3082,-0.2312,0.0742,5e-05,0.3082,-0.2313,0.0742,0.0001,0.0,0,0.0,0,0,
0.4,7,2,0.3646,0.1672,0.0008,9e-05,0.4143,0.0669,-0.0263,0.1152,0.25962,1,1e-05,1,54,right_shoulder_yaw_link|torso_link
0.4,7,3,0.3879,0.1085,-0.0156,0.0001,0.4166,0.0415,-0.0276,0.0739,0.17098,1,3e-05,1,84,right_shoulder_yaw_link|torso_link
0.4,7,4,0.4017,0.0378,-0.0253,6e-05,0.4094,-0.0005,-0.0361,0.0405,0.09854,1,0.0,1,62,right_shoulder_yaw_link|torso_link
0.4,7,5,0.4017,-0.0378,-0.0253,7e-05,0.4028,-0.0492,-0.0277,0.0117,0.03338,1,0.0,1,22,right_shoulder_yaw_link|torso_link
0.4,7,6,0.3879,-0.1085,-0.0156,6e-05,0.3878,-0.1086,-0.0156,0.0001,0.0,1,0.0,0,0,right_shoulder_yaw_link|torso_link
0.4,7,7,0.3646,-0.1672,0.0008,9e-05,0.3646,-0.1672,0.0007,0.0001,0.0,0,0.0,0,0,
0.4,7,8,0.3373,-0.2117,0.0198,3e-05,0.3373,-0.2117,0.0198,0.0001,0.0,0,0.0,0,0,
0.4,7,9,0.3103,-0.2436,0.0388,4e-05,0.3103,-0.2436,0.0388,0.0001,0.0,0,0.0,0,0,
0.4,8,2,0.3639,0.1744,-0.0449,0.00155,0.4417,0.0688,-0.0293,0.1321,0.27575,1,0.00014,0,0,right_shoulder_roll_link|torso_link;right_shoulder_yaw_link|torso_link
0.4,8,3,0.387,0.1132,-0.0649,0.0001,0.4334,0.0671,-0.0338,0.0724,0.21135,1,0.0,0,0,right_shoulder_roll_link|torso_link;right_shoulder_yaw_link|torso_link
0.4,8,4,0.4007,0.0394,-0.0766,9e-05,0.4275,0.0309,-0.038,0.0477,0.16997,1,0.0,1,44,right_shoulder_yaw_link|torso_link
0.4,8,5,0.4007,-0.0394,-0.0766,7e-05,0.4191,-0.0371,-0.0323,0.048,0.20342,1,3e-05,1,50,right_shoulder_yaw_link|torso_link
0.4,8,6,0.387,-0.1132,-0.0649,6e-05,0.3991,-0.1116,-0.0277,0.0392,0.1644,0,0.0,0,0,
0.4,8,7,0.3639,-0.1744,-0.0449,9e-05,0.369,-0.1744,-0.0258,0.0198,0.08036,0,0.0,0,0,
0.4,8,8,0.3367,-0.2208,-0.0215,7e-05,0.3368,-0.2208,-0.0215,0.0001,0.0,0,0.0,0,0,
0.4,8,9,0.3096,-0.2539,0.0019,4e-05,0.3096,-0.2539,0.0019,0.0001,0.0,0,0.0,0,0,
0.4,9,2,0.3586,0.1793,-0.0899,0.02664,0.3815,0.1173,-0.0406,0.0825,0.4422,1,6e-05,0,0,right_shoulder_roll_link|torso_link;right_shoulder_yaw_link|torso_link
0.4,9,3,0.3805,0.1161,-0.1127,0.02235,0.4365,0.0602,-0.0334,0.112,0.32352,1,2e-05,0,0,right_shoulder_roll_link|torso_link;right_shoulder_yaw_link|torso_link
0.4,9,4,0.3934,0.0403,-0.1261,0.01002,0.4366,0.0462,-0.0299,0.1057,0.45648,1,0.0,1,6,right_shoulder_roll_link|torso_link;right_shoulder_yaw_link|torso_link
0.4,9,5,0.3934,-0.0403,-0.1261,0.0001,0.4428,-0.0243,-0.029,0.1101,0.47506,0,0.0,1,48,
0.4,9,6,0.3805,-0.1161,-0.1127,0.0001,0.4162,-0.116,-0.0221,0.0973,0.42036,0,0.0,0,0,
