depth,row,col,u,v,tx,ty,tz,reach_ok,in_ws_box,converged,err_m,joint_margin_rad,max_joint_rad,q0,q1,q2,q3,q4,q5,q6
0.3,5,7,480.0,198.0,0.2281,-0.08,0.1386,1,1,1,6e-05,0.5162,0.7475,0.747479,-0.053116,0.287849,-0.531024,0.018466,-0.502983,0.267166
0.3,5,8,544.0,198.0,0.2142,-0.1015,0.1444,1,1,1,9e-05,0.471,0.8515,0.851475,-0.058967,0.254565,-0.576173,0.00238,-0.570079,0.226373
0.3,5,9,608.0,198.0,0.2004,-0.1172,0.1501,1,1,1,5e-05,0.4364,0.947,0.946961,-0.062774,0.229965,-0.610768,-0.0132,-0.634681,0.191739
0.3,6,0,32.0,234.0,0.211,0.1328,0.1278,1,1,1,7e-05,0.8426,0.7064,0.210155,0.046773,0.706381,-0.204598,0.000423,-0.172106,0.480183
0.3,6,1,96.0,234.0,0.2276,0.1163,0.1186,1,1,1,7e-05,0.8447,0.6537,0.236034,0.049345,0.653659,-0.202467,0.011067,-0.168838,0.455138
0.3,6,2,160.0,234.0,0.2446,0.0927,0.1092,1,1,1,7e-05,0.8372,0.5891,0.272076,0.047625,0.589077,-0.210007,0.022954,-0.173302,0.42625
0.3,6,3,224.0,234.0,0.2595,0.0606,0.1011,1,1,1,7e-05,0.8142,0.5145,0.323073,0.039762,0.514508,-0.233013,0.034333,-0.19031,0.393198
0.3,6,4,288.0,234.0,0.2684,0.0212,0.0962,1,1,1,7e-05,0.7715,0.436,0.393975,0.025947,0.436022,-0.275741,0.041879,-0.224043,0.355228
0.3,6,5,352.0,234.0,0.2684,-0.0212,0.0962,1,1,1,8e-05,0.7106,0.4862,0.486201,0.009584,0.362757,-0.336633,0.041817,-0.275214,0.311657
0.3,6,6,416.0,234.0,0.2595,-0.0606,0.1011,1,1,1,9e-05,0.6402,0.5945,0.594503,-0.004852,0.302585,-0.406971,0.032598,-0.339773,0.263956
0.3,6,7,480.0,234.0,0.2446,-0.0927,0.1092,1,1,1,4e-05,0.5715,0.7094,0.709442,-0.015345,0.258278,-0.475672,0.01631,-0.411399,0.216547
0.3,6,8,544.0,234.0,0.2276,-0.1163,0.1186,1,1,1,6e-05,0.5128,0.821,0.820958,-0.022022,0.227704,-0.534436,-0.003082,-0.48387,0.17383
