depth,row,col,u,v,tx,ty,tz,reach_ok,in_ws_box,converged,err_m,joint_margin_rad,max_joint_rad,q0,q1,q2,q3,q4,q5,q6
0.3,9,3,224.0,342.0,0.313,0.09,-0.0425,1,1,1,5e-05,1.3286,0.43,0.021008,0.245739,0.42996,0.281358,-0.038007,0.154446,0.129156
0.3,9,4,288.0,342.0,0.313,0.03,-0.0425,1,1,1,8e-05,1.1904,0.345,0.157522,0.165754,0.344987,0.143239,0.00331,0.08574,0.158017
0.3,9,5,352.0,342.0,0.313,-0.03,-0.0425,1,1,1,7e-05,1.0961,0.2529,0.250595,0.11214,0.252904,0.048902,0.020956,0.037071,0.142408
0.3,9,6,416.0,342.0,0.313,-0.09,-0.0425,1,1,1,6e-05,1.0394,0.302,0.302039,0.072441,0.156425,-0.007802,0.01907,0.007351,0.092236
0.3,9,7,480.0,342.0,0.313,-0.15,-0.0425,1,1,1,5e-05,1.0214,0.3112,0.311202,0.033831,0.054488,-0.025807,0.006034,-0.002939,0.024186
0.3,9,8,544.0,342.0,0.313,-0.21,-0.0425,1,1,1,4e-05,1.0435,0.2814,0.281447,-0.015511,-0.054121,-0.003652,-0.007189,0.006729,-0.04116
0.3,9,9,608.0,342.0,0.313,-0.27,-0.0425,1,1,1,9e-05,1.106,0.2198,0.21979,-0.083921,-0.168502,0.058794,-0.009831,0.036601,-0.083984
0.4,0,0,32.0,18.0,0.5244,0.36,0.259,0,0,0,,,,,,,,,,
0.4,0,1,96.0,18.0,0.5244,0.28,0.259,0,0,0,,,,,,,,,,
0.4,0,2,160.0,18.0,0.5244,0.2,0.259,0,1,0,0.0556,,1.6564,,,,,,,
0.4,0,3,224.0,18.0,0.5244,0.12,0.259,0,1,0,0.0147,,1.6203,,,,,,,
0.4,0,4,288.0,18.0,0.5244,0.04,0.259,1,1,1,9e-05,1.2107,1.284,-1.283983,0.091462,0.050832,0.780613,-0.054126,0.403706,-0.035781
0.4,0,5,352.0,18.0,0.5244,-0.04,0.259,1,1,1,7e-05,1.2408,1.059,-1.059028,0.009073,-0.032421,0.501854,-0.017055,0.373612,-0.058735
0.4,0,6,416.0,18.0,0.5244,-0.12,0.259,1,1,1,6e-05,1.2689,0.968,-0.967993,-0.085099,-0.140591,0.414614,0.02219,0.345488,-0.065386
0.4,0,7,480.0,18.0,0.5244,-0.2,0.259,1,1,1,9e-05,1.2581,0.9633,-0.9633,-0.196609,-0.264525,0.439734,0.061856,0.356318,-0.067777
0.4,0,8,544.0,18.0,0.5244,-0.28,0.259,1,1,1,7e-05,1.2163,1.0508,-1.050782,-0.343112,-0.399519,0.603982,0.102751,0.398095,-0.060217
0.4,0,9,608.0,18.0,0.5244,-0.36,0.259,1,1,0,0.00096,0.8435,1.3307,-1.330651,-0.585957,-0.561732,1.250915,0.118883,0.189693,-0.025143
0.4,1,0,32.0,54.0,0.5096,0.36,0.2165,0,0,0,,,,,,,,,,
0.4,1,1,96.0,54.0,0.5096,0.28,0.2165,0,0,0,,,,,,,,,,
0.4,1,2,160.0,54.0,0.5096,0.2,0.2165,0,1,0,0.04479,,1.5803,,,,,,,
0.4,1,3,224.0,54.0,0.5096,0.12,0.2165,1,1,0,0.00322,0.7261,1.5249,-1.524863,0.217608,0.124343,1.368327,-0.099421,0.11968,0.003848
0.4,1,4,288.0,54.0,0.5096,0.04,0.2165,1,1,1,8e-05,1.2358,1.0667,-1.066653,0.125183,0.095499,0.60668,-0.063324,0.378653,-0.043443
0.4,1,5,352.0,54.0,0.5096,-0.04,0.2165,1,1,1,7e-05,1.2995,0.8754,-0.875431,0.036989,0.007057,0.397328,-0.024199,0.314944,-0.050221
0.4,1,6,416.0,54.0,0.5096,-0.12,0.2165,1,1,1,6e-05,1.3322,0.7943,-0.794335,-0.056539,-0.10413,0.324849,0.012063,0.282192,-0.056841
0.4,1,7,480.0,54.0,0.5096,-0.2,0.2165,1,1,1,7e-05,1.3207,0.7897,-0.789653,-0.162742,-0.229984,0.344516,0.047568,0.29374,-0.064126
0.4,1,8,544.0,54.0,0.5096,-0.28,0.2165,1,1,1,7e-05,1.2672,0.8626,-0.862553,-0.296844,-0.365431,0.471381,0.08689,0.347231,-0.060892
0.4,1,9,608.0,54.0,0.5096,-0.36,0.2165,1,1,1,9e-05,1.2336,1.0744,-1.074359,-0.499248,-0.509682,0.852313,0.121677,0.380788,-0.043888
